stats.kills,stats.deaths,stats.assists,stats.killingSprees,stats.longestTimeSpentLiving,stats.totalDamageDealt,stats.visionScore,stats.timeCCingOthers,stats.totalHeal,stats.totalDamageTaken,stats.goldEarned,stats.totalMinionsKilled,stats.champLevel
5,4,11,1,320,116623,24,0,1665,13432,11223,173,12
8,8,16,2,452,150972,26,48,9277,27677,14281,212,16
11,2,8,2,934,155456,24,10,9797,25421,14033,193,16
5,7,5,1,563,170311,26,17,1945,18904,12532,239,13
5,8,8,2,433,207453,40,22,3184,21703,13898,230,16
5,4,14,2,530,200500,43,19,6574,22227,14007,226,16
5,7,4,1,663,107178,22,4,1186,15881,8984,170,12
5,3,6,1,1072,120470,13,7,3819,16481,10672,181,13
1,5,6,0,275,74943,8,2,2219,11820,7643,156,11
13,5,6,2,591,234752,30,1,3525,18013,16641,235,16
3,7,5,0,818,176776,10,1,2947,21743,11696,209,14
8,7,7,2,470,125830,14,12,3249,19353,12464,159,14
3,7,5,0,559,109996,15,24,2632,19329,10113,187,12
6,4,13,1,785,153472,32,13,3653,16265,12402,207,13
7,7,11,2,395,98133,27,13,2290,20954,11983,149,14
5,4,5,1,803,145331,14,17,2201,19054,11032,191,13
12,5,4,2,636,155603,14,5,2492,18064,15846,208,16
13,3,11,3,875,193559,23,19,2841,14148,15780,230,15
8,4,6,3,1035,229521,36,7,3193,19462,16634,276,16
2,6,7,0,765,234655,38,5,3539,18387,13981,294,15
1,7,0,0,395,85932,24,2,1351,14436,8091,171,11
6,2,8,1,1012,129107,12,17,739,12261,10058,173,12
8,8,10,2,487,110336,13,8,3510,20316,11499,160,15
3,5,7,1,549,109077,39,8,2622,15456,9762,184,13
2,3,2,0,636,102214,21,15,2483,11221,8278,171,11
5,4,5,1,433,119430,10,3,195,12227,10620,199,13
4,3,4,1,617,105672,19,18,2911,11533,9058,163,12
1,6,3,0,475,99268,15,8,2185,14862,8313,194,12
7,4,4,2,350,116041,20,1,2633,16948,11158,204,14
3,5,6,1,506,100860,25,43,1822,13988,9108,186,12
7,7,13,3,588,143978,25,52,311,17837,12463,197,15
7,6,10,2,433,188912,16,30,3753,21887,12636,229,16
11,1,20,1,1310,210037,11,27,4669,15291,16073,216,16
9,5,9,1,500,168398,24,13,2841,16610,13340,201,14
5,4,9,2,646,151901,18,19,3024,17125,11685,228,14
3,1,6,1,869,111206,21,9,887,7448,9407,181,12
0,4,2,0,335,70767,20,23,915,8224,6964,169,11
3,10,10,1,319,153943,38,0,1042,26661,12196,219,16
8,3,11,2,628,159396,26,24,4320,15877,13162,189,15
3,8,6,0,418,93503,7,44,2207,22112,8186,161,13
8,4,5,2,719,99618,15,1,927,12257,10898,178,13
3,5,4,1,637,93952,14,28,1381,11841,9113,187,12
5,4,9,1,889,174281,50,9,5050,17615,14172,249,16
5,6,11,1,921,193341,29,27,4322,22957,12950,208,15
2,1,5,0,1092,115187,24,12,2007,9117,9455,185,12
2,3,2,0,747,70447,12,15,2288,10390,7008,156,11
5,8,13,2,634,248424,45,13,3137,27994,15340,259,16
2,4,5,0,488,114624,20,44,1290,15864,10901,199,13
7,2,6,1,780,111707,39,41,11879,14324,12289,208,14
10,3,15,3,756,223758,18,28,3244,13887,16572,248,16
3,7,8,1,585,159659,18,22,3372,20629,11296,206,14
1,2,10,0,545,116341,41,20,12020,10460,10797,205,14
4,3,3,1,1122,164309,35,9,2293,9503,12239,261,14
3,2,7,1,1490,188372,38,20,2555,12422,11945,266,14
9,0,1,1,0,266353,42,14,3049,9744,17412,298,16
5,6,11,1,429,168955,23,26,5376,22552,11786,171,15
8,7,9,2,498,131112,37,38,15314,22786,13978,184,15
1,5,13,0,568,143267,36,0,2459,17764,10944,179,15
8,5,6,2,565,192885,13,32,2949,17727,13311,237,14
2,3,3,1,470,92253,22,11,1640,8636,8162,180,11
5,1,3,1,818,113388,28,9,351,7858,10440,198,13
15,3,5,2,750,265144,34,1,1920,15593,19073,297,16
6,4,20,2,734,125366,50,45,1675,17102,13087,196,15
9,9,4,2,241,142276,40,25,2220,19915,13105,227,14
4,1,14,1,1187,100813,20,36,11861,9700,11633,192,14
