stats.kills,stats.deaths,stats.assists,stats.killingSprees,stats.longestTimeSpentLiving,stats.totalDamageDealt,stats.visionScore,stats.timeCCingOthers,stats.totalHeal,stats.totalDamageTaken,stats.goldEarned,stats.totalMinionsKilled,stats.champLevel
9,7,4,1,1009,189964,56,8,12754,31321,12200,44,14
2,5,10,1,510,192555,36,23,12753,30273,10495,55,15
5,14,4,0,235,134351,29,24,8010,33091,9298,35,12
10,6,10,2,387,123483,30,0,2431,15930,12991,164,14
7,6,6,3,442,223790,44,31,7607,26546,12955,63,16
5,5,6,2,467,64068,8,24,8308,20894,7446,98,10
1,5,0,0,401,62743,9,1,3738,14891,6528,144,11
3,3,1,0,715,117438,20,13,4252,13089,8027,58,12
7,1,8,2,665,117526,26,10,7185,18670,10003,21,13
8,8,12,1,1008,215822,30,25,9838,36024,13262,37,16
9,5,13,2,598,209976,33,29,10819,30373,14072,61,16
1,6,1,0,387,123007,22,7,4238,15574,7073,27,11
11,1,9,2,757,191346,21,16,16860,29448,12229,26,15
9,5,5,3,983,242004,31,50,2662,19055,15706,256,16
7,8,12,2,717,166608,35,27,11207,39872,13685,195,16
5,7,21,1,567,139862,36,33,15700,33768,12158,22,15
9,3,2,1,941,126911,33,2,12376,17908,9690,43,12
6,4,6,1,809,246124,24,4,21520,29057,14067,53,16
5,3,7,1,704,211160,34,22,21559,39634,12493,69,16
4,6,5,1,378,108801,18,12,10267,22587,7422,24,12
3,6,4,0,652,92291,33,2,9129,20773,7144,27,11
5,1,8,2,826,148979,11,10,6927,14132,9314,28,13
3,6,12,1,821,222924,45,22,8056,25728,12420,57,16
3,4,7,1,915,194659,27,30,10830,26875,10895,47,15
7,7,7,2,642,173654,32,37,37633,41663,12560,37,15
5,7,3,2,265,144446,26,23,7200,27287,10747,194,13
3,3,5,1,650,163521,22,11,7077,14960,9661,35,14
2,7,7,0,673,158620,32,2,9998,23397,9867,29,13
8,4,13,3,698,191478,30,12,8574,21503,12341,35,16
9,6,6,4,514,166019,32,20,8662,24072,11618,63,15
10,2,16,3,707,172168,26,26,10543,24521,11917,38,15
5,6,21,1,781,211969,26,18,10250,27591,13374,55,16
13,7,7,4,1158,182707,18,13,17028,35695,14655,41,15
17,10,9,3,633,164247,35,18,6789,36429,14927,28,15
6,7,16,2,275,197841,39,24,7480,24316,12803,66,16
3,8,6,1,284,102748,17,18,6429,22549,7576,48,12
15,3,11,4,429,162908,22,20,7676,25203,13691,22,15
9,2,12,2,567,169138,33,18,12086,20168,11434,27,15
16,1,10,1,169,162845,15,21,10740,21574,12684,34,14
8,6,9,2,396,201338,26,12,12043,24696,12164,30,15
13,5,14,3,531,148963,56,1,19141,25207,12984,47,15
3,4,9,1,1025,164453,24,28,9210,24381,9744,40,14
5,7,13,0,665,167954,39,24,6807,23547,11544,40,14
7,11,10,1,349,119704,31,21,13594,32479,11252,22,13
9,5,6,3,337,122490,25,22,7106,26443,9497,21,13
9,11,20,3,283,161661,36,36,12630,43295,13914,21,16
13,4,11,3,451,180933,15,16,4694,15482,13110,26,15
8,5,12,2,726,163603,29,5,22996,29033,13337,46,16
8,7,6,2,456,235142,30,20,6805,22647,13503,81,16
3,5,2,1,729,113454,17,15,6408,19528,7077,26,11
14,1,3,2,647,153034,32,11,9321,16558,12632,38,14
13,4,11,2,153,179125,42,25,11071,21194,13454,43,15
0,3,2,0,770,99096,44,6,6993,16345,6261,45,11
5,0,5,1,0,172114,30,6,6313,10003,9168,38,14
8,7,3,3,440,99284,51,22,4386,20340,9544,33,12
12,2,11,2,813,187335,33,1,19332,26264,13772,43,16
3,9,7,0,339,209094,33,9,16582,35376,11032,36,15
9,5,8,2,236,169985,22,17,17565,29328,11853,22,15
4,2,8,1,974,96244,41,23,7638,23051,8743,26,12
8,8,8,2,408,117319,26,1,14472,27512,9669,27,13
8,4,11,1,629,112783,52,28,9155,19827,10487,36,14
2,2,5,0,1012,189264,35,9,12609,25064,9937,21,14
5,9,4,1,213,129186,15,22,8805,30400,9842,46,13
3,4,9,1,305,76981,16,19,2161,10186,7712,132,12
8,6,14,2,538,193947,39,31,15380,33946,12998,47,16
11,1,7,1,519,140914,12,16,13197,22859,10637,20,13
5,4,7,1,1103,160101,21,7,14558,21724,10235,26,14
5,3,9,1,769,143583,54,18,6009,17813,10452,45,14
13,5,14,2,588,190330,28,25,13344,35868,15360,44,16
14,6,7,4,345,208656,46,11,17637,29123,15388,39,16
5,13,15,1,204,162454,16,29,10779,35628,11870,20,15
10,4,12,3,816,198105,40,25,14648,40439,14847,29,16
6,7,9,1,511,176443,30,36,12324,32336,11675,44,14
14,5,10,5,447,164140,29,17,9345,29483,13756,21,15
10,2,10,1,571,226457,26,13,12614,23379,13633,56,16
4,5,8,2,836,178790,29,17,8363,22011,10956,42,14
7,6,5,1,577,151174,22,16,15703,34901,11831,50,15
11,6,11,3,492,181334,19,21,10624,25198,14281,50,16
11,6,10,3,530,147031,31,46,2778,22528,13236,147,15
8,7,4,2,373,128983,29,20,8854,32814,10897,25,13
8,0,6,1,0,195767,53,9,16304,25597,12793,33,16
2,4,3,1,1136,154997,48,8,5734,22077,9271,37,14
5,9,10,0,318,127955,16,21,4228,21462,9660,31,13
5,5,14,2,456,208033,25,12,15738,27739,12891,59,16
18,4,10,4,548,250578,26,12,11679,27478,16867,54,16
12,3,4,4,522,157158,28,4,17741,23824,12445,20,14
7,4,8,2,515,159393,24,16,7510,16540,10800,39,13
10,7,3,3,500,169559,21,20,8801,23393,12160,86,14
7,4,9,2,395,222673,21,20,8431,20089,12894,49,15
4,7,7,1,515,160898,16,30,19332,36008,9926,33,14
3,6,9,0,520,176680,42,50,2235,23134,13104,259,15
6,5,9,2,1004,196133,25,30,19356,36420,12141,49,16
7,2,12,1,902,142951,19,17,7413,24328,12320,177,15
5,6,7,2,434,186246,47,30,5983,20732,11616,66,14
0,7,9,0,701,126389,25,16,15115,33097,8563,25,14
6,8,9,2,396,111045,50,26,5522,22487,9974,29,13
13,5,3,2,651,174537,40,33,19773,33037,13106,24,15
8,3,11,2,848,151503,70,4,22175,25231,12177,27,15
12,2,9,3,503,163941,19,20,6065,15661,12052,49,14
4,1,10,2,1031,143026,30,18,8504,21790,8519,21,13
4,3,12,1,516,89962,13,22,2639,12039,9516,173,14
3,7,4,0,327,138577,21,15,4667,18766,8952,20,13
5,6,7,1,336,110629,10,21,12130,24190,9072,26,12
15,5,8,4,543,171195,21,16,10754,23128,12601,43,14
9,6,12,3,397,176018,34,11,11719,27929,13117,62,15
6,5,7,1,776,143823,30,20,5584,20725,10791,40,13
3,4,22,1,903,183957,36,30,24745,37185,11838,43,16
4,6,11,1,479,175664,41,28,8171,35298,12481,29,15
3,5,6,1,503,118348,47,15,6420,16815,8852,28,12
9,1,8,2,489,118780,20,25,8537,14645,11409,143,14
3,3,9,1,733,189686,32,13,6338,15434,10389,42,14
8,2,11,2,690,123554,18,29,15412,23180,9852,20,14
6,5,2,1,430,113813,15,11,10502,20823,8748,25,12
3,0,17,1,0,196048,37,19,7149,14374,11772,66,15
2,9,5,0,494,124434,30,14,11700,28285,9238,22,12
5,3,9,1,692,238309,44,22,8056,19559,12729,45,16
6,4,12,2,566,214001,20,28,12762,29634,12055,46,16
6,9,6,1,311,171810,43,18,4837,22155,11190,63,15
6,10,7,2,393,178490,34,21,8981,26413,10739,52,14
9,0,12,1,0,227181,37,17,11497,24215,14304,41,16
5,8,16,1,416,187253,30,25,11124,31040,12627,45,16
2,7,3,0,421,93598,31,22,4780,21788,6828,30,11
10,3,10,4,504,142334,31,22,16467,25244,11794,25,13
3,7,8,0,741,134360,17,9,11102,24834,8408,44,13
11,4,3,2,1090,129091,16,13,3295,22006,13122,199,15
15,6,12,5,374,194049,35,31,11179,29190,14557,55,16
6,5,7,1,460,170293,24,24,7479,19872,10739,34,14
7,5,6,1,927,158504,43,25,8555,32912,11540,44,15
8,6,9,2,738,200247,29,31,11908,30367,11555,27,15
5,7,21,1,361,182492,39,33,9627,26046,13039,46,16
4,0,10,1,0,120066,24,15,13815,16844,8908,28,13
6,5,3,2,526,100275,19,17,4945,15196,7773,24,11
6,1,3,1,968,163616,56,19,13015,17519,10143,26,13
5,3,5,1,1178,106891,27,12,8663,19945,9745,149,14
1,10,6,0,233,102599,13,12,3122,18797,6693,26,11
7,2,17,1,449,93704,19,17,7992,16283,9158,132,14
11,2,13,3,388,139366,22,15,9774,20063,11267,34,14
2,9,7,0,425,146303,25,24,9723,30475,9135,32,14
3,3,10,1,588,140120,33,22,6196,16551,9230,48,13
3,5,10,1,442,126430,19,9,6139,22205,8426,23,13
11,1,6,2,950,195804,32,14,10990,19000,12853,48,15
4,7,4,1,573,132281,24,17,7971,24290,8833,49,13
10,1,8,2,473,136080,18,34,16974,24204,10205,22,14
7,3,0,2,480,156394,27,6,14278,24992,9776,37,12
7,3,7,1,845,147357,26,28,18864,32332,11646,28,15
7,3,12,1,822,201940,23,20,12411,27691,12203,29,15
4,8,3,1,364,106270,13,15,9021,28715,8416,30,11
8,2,12,3,750,138942,32,14,6841,22530,11239,29,14
4,0,6,1,0,168516,20,10,7170,12063,9206,38,13
3,5,4,1,630,99347,12,9,8845,20785,7213,25,11
6,2,8,3,535,144123,19,14,7465,23118,11216,21,14
8,2,6,2,1049,134949,29,25,10764,20936,9674,27,14
7,1,10,2,785,77626,16,16,12709,9301,10747,147,14
6,5,10,1,518,182428,22,15,7134,19727,11125,37,14
8,8,1,2,393,119336,29,1,11509,22702,9788,28,12
3,10,2,0,264,109841,12,22,1719,29321,8765,152,13
7,4,11,1,272,134724,28,16,7118,17529,10523,36,14
9,3,8,2,402,132020,20,7,182,11077,12138,202,14
6,6,3,1,612,136696,19,22,7218,22575,9516,49,13
9,1,7,2,705,167111,22,23,9302,17769,11670,37,15
3,6,15,1,363,150858,21,14,8762,21224,10449,55,14
6,8,9,2,320,110622,18,31,12478,28037,8837,25,12
7,5,4,3,518,102812,18,15,3794,20377,9434,156,14
8,1,8,2,795,170651,24,23,7200,15969,12143,34,14
8,5,6,1,714,116020,12,24,16431,28544,10129,29,12
12,5,7,3,534,128820,29,24,7746,27994,13076,42,14
8,7,10,2,468,137458,24,27,5673,23081,11365,49,13
6,6,11,3,488,162656,37,26,10387,30162,11887,24,15
5,5,11,2,783,185846,39,25,7928,22269,11965,31,15
3,3,12,0,719,150252,33,16,11159,24142,9801,39,14
13,1,15,2,609,158603,37,32,6332,21867,14022,186,16
6,9,4,0,449,161016,10,15,15638,37154,10983,40,13
7,7,12,2,482,185094,33,37,10359,33250,12747,65,16
13,5,10,5,603,209634,32,17,7598,21284,14613,47,16
2,4,17,0,487,137467,35,25,6601,33003,8523,30,14
5,8,6,2,337,164571,14,27,6066,25328,10488,59,14
13,3,14,2,753,160565,20,33,16518,37558,13040,34,15
2,1,10,1,813,132610,30,14,13473,20727,9432,25,14
4,7,3,1,466,136075,23,11,5832,27501,8808,67,13
4,4,4,1,932,193887,37,2,19395,29030,11427,30,14
3,3,7,1,1039,170454,19,12,10491,18269,8866,30,13
6,15,6,0,247,149352,29,24,7264,35209,11616,37,15
5,6,4,1,772,104851,17,14,5146,22289,7986,26,12
5,4,6,2,468,154575,27,10,5269,15225,11204,34,14
7,2,4,1,1319,175476,36,0,20723,25628,12039,37,14
2,3,11,1,556,189427,25,20,10309,22990,11259,57,15
9,6,4,2,430,152998,33,24,4887,17343,13392,211,16
5,2,14,2,803,181265,16,36,23743,34404,12145,40,16
6,5,2,2,614,204683,34,32,10925,29000,10649,47,15
5,8,13,1,559,205889,36,33,6888,25699,12831,58,16
8,6,16,1,618,194884,48,36,15080,41804,14799,29,16
12,2,7,2,379,155071,17,22,5327,20176,14172,160,16
11,0,5,1,0,126189,18,10,5201,16167,10711,28,12
1,4,1,0,478,125557,20,14,5002,14375,7050,21,12
3,1,4,1,1740,162798,37,18,14716,22170,9420,26,13
3,4,14,0,795,149555,48,29,8806,20174,11131,30,15
9,6,8,3,481,149215,31,12,3465,20977,13424,217,16
6,6,12,2,659,184142,39,27,9436,33887,12243,47,15
7,9,8,3,399,128534,29,18,4180,27567,11080,38,14
7,4,8,2,1126,179906,50,11,8484,24463,12680,45,15
9,5,4,2,736,179250,45,3,10063,24833,12101,27,14
4,4,13,1,684,178104,31,13,10887,23357,11506,23,15
4,5,3,1,515,110432,19,15,11101,20521,7725,23,12
4,0,7,1,0,140444,34,15,16448,21328,9118,29,14
7,3,9,2,261,152127,19,13,9665,17334,11236,35,14
6,7,2,1,364,145289,19,5,7380,19122,10445,34,12
3,6,4,1,465,163836,31,2,12741,23350,9418,21,14
4,5,3,1,695,82506,23,16,738,17304,8787,141,13
3,11,10,0,267,151095,37,34,14879,35294,10032,32,13
9,7,20,3,349,194310,39,32,19368,40551,14056,50,16
11,2,10,2,780,173229,32,23,17485,29933,12287,28,14
7,0,8,1,0,191869,38,16,5521,12892,11834,66,14
6,4,10,2,470,143162,25,17,8968,20993,10158,37,13
5,5,5,2,439,135946,28,19,3989,16684,9349,54,12
4,10,14,0,307,171322,31,34,20644,43772,12630,35,15
7,7,20,2,374,142788,31,23,11655,38315,12697,29,16
6,2,14,1,672,152012,30,10,7281,17148,10315,48,13
0,8,13,0,331,123767,41,16,5721,25855,8046,28,13
7,2,7,2,609,165040,54,36,13384,20269,10926,27,14
3,5,2,1,602,172862,25,14,13028,27220,9461,31,14
1,4,4,0,708,207353,37,16,6879,15932,10439,47,15
5,6,8,1,752,213953,40,2,16199,26811,12885,47,15
3,4,5,1,606,161974,44,5,14626,22539,9779,28,13
12,4,9,3,346,128529,33,21,7884,24414,12079,23,14
10,5,8,1,1563,187163,46,27,16341,36859,14817,23,16
5,4,2,2,530,98021,15,6,1834,12296,9144,141,12
3,3,7,1,631,140178,32,10,7161,14758,9838,23,13
1,7,2,0,297,84234,11,8,274,16138,7233,154,12
2,8,7,0,583,223172,49,11,8704,27612,11235,45,15
16,8,23,5,442,237353,29,43,15175,41573,16679,59,16
7,5,5,3,470,122113,30,19,9821,23678,10786,32,14
6,5,7,1,1328,231784,39,2,25802,30777,13033,41,16
8,4,9,2,301,147082,34,20,17048,29525,11689,27,15
0,6,18,0,538,19566,66,27,1121,16325,7440,35,12
7,8,5,1,584,181494,16,10,16160,30166,11729,23,13
6,5,8,1,887,155950,35,5,20339,30063,11315,27,14
8,3,7,2,761,182517,34,15,18783,34934,12190,46,15
2,5,4,0,699,159838,12,15,8997,36356,10405,191,15
10,5,7,3,728,143266,39,16,10783,32131,11503,41,14
11,1,7,2,1317,232723,26,3,17689,21615,15185,44,16
12,13,24,4,280,172722,25,37,12143,36726,16317,51,16
12,5,9,3,887,224942,36,0,21957,30835,14959,33,16
1,7,7,0,436,111226,11,6,4486,22387,9194,162,14
6,7,17,2,402,184961,39,7,14663,30897,13132,46,16
6,8,7,2,672,196943,22,29,14585,34641,11320,41,15
1,8,8,0,569,26856,72,30,7340,31567,7877,34,13
9,6,17,2,527,224859,26,37,14089,36274,13709,43,16
5,7,4,1,588,142701,25,17,7691,28502,9974,26,13
11,4,13,2,698,167242,45,4,1682,17149,14690,195,16
9,5,12,3,519,189545,34,3,17949,27849,12673,23,16
11,6,6,3,744,198900,28,1,20943,32398,13260,25,16
6,10,9,1,658,179082,34,23,5858,27592,11797,28,14
2,7,4,0,588,165352,25,6,15144,26190,9084,20,14
9,4,6,3,592,161122,25,9,9363,18337,11226,25,14
11,2,15,1,191,219729,37,2,21925,22719,14294,32,16
12,6,14,4,475,161837,25,33,9670,26035,12891,41,15
11,6,3,3,699,121340,24,9,11498,37161,12429,55,14
2,3,13,0,733,32111,75,20,2626,21816,8061,52,12
4,3,8,1,714,181787,58,0,21961,25625,11764,58,16
7,4,7,2,567,131205,20,34,11907,32231,12339,172,16
3,4,11,0,762,148304,33,17,6753,21368,10406,41,13
9,0,3,1,0,144541,25,8,12630,15217,10541,20,13
11,4,7,3,975,205741,62,55,17974,27872,13683,33,16
4,5,7,1,632,174309,28,23,5363,18252,10486,72,14
4,4,7,1,811,134684,24,1,12417,18975,8802,23,13
4,6,10,1,558,126129,36,17,9330,31802,10384,36,14
2,4,8,1,551,174218,61,2,18203,22534,10761,30,16
12,0,4,1,0,149461,20,12,8558,12123,11734,30,13
3,5,4,0,425,101043,16,12,8403,23712,7116,24,11
1,5,9,0,468,118322,23,16,7209,19887,7626,25,13
10,3,11,3,474,179630,19,17,5673,14085,12142,23,14
1,12,9,0,380,214208,19,16,5366,26351,10115,115,15
3,6,7,1,909,140173,31,40,32782,35824,10557,22,14
8,1,6,2,493,144706,21,8,9624,19114,9794,54,13
6,1,2,1,1280,107521,18,30,26549,24234,8969,36,13
9,3,11,2,757,240307,38,1,23136,28579,13466,33,16
9,6,4,3,750,202006,40,19,11096,32613,13198,33,15
5,7,10,1,598,127030,38,43,7345,28096,11715,29,16
3,3,12,1,812,114848,25,14,7489,21944,9837,34,14
4,7,7,1,513,154627,27,19,4287,18362,9232,35,13
14,2,5,3,915,155505,22,14,9538,16327,12048,28,13
1,2,6,0,899,171172,62,13,8571,16982,8795,37,13
2,3,2,1,1155,120644,39,31,11645,18802,7249,23,12
10,3,14,2,937,177769,18,0,1845,17303,14074,205,14
5,6,5,1,354,105151,18,26,6114,28259,9150,122,13
16,5,11,3,353,114424,29,4,11787,19525,12251,25,14
12,4,11,4,356,170336,15,26,9145,19528,12704,36,14
6,3,7,3,555,107103,14,4,4237,15124,9590,153,12
4,4,2,2,700,112734,28,14,6106,18524,7844,24,11
11,0,5,1,1338,179947,23,15,15040,21821,13066,199,16
12,8,14,4,352,206883,45,6,24600,32497,16016,29,16
4,8,16,1,378,142806,34,21,10936,30508,10378,26,14
2,7,5,0,406,146492,16,12,5925,16792,8247,33,12
7,2,8,2,790,155160,34,24,20597,31048,11240,28,15
3,8,1,1,436,107630,37,6,8212,24814,8127,26,11
7,2,3,2,577,132590,9,14,6212,18823,10404,181,13
3,5,5,0,449,130892,20,15,6199,17991,8154,21,12
6,3,16,2,1264,228794,35,17,6591,27877,13418,50,16
4,6,7,1,445,40453,102,23,2507,18115,7977,43,13
6,3,7,2,520,147363,39,3,12177,19979,9661,28,12
7,8,11,2,290,76147,8,6,1937,17720,9198,123,11
3,5,6,1,640,123963,31,14,10922,21500,8074,30,12
7,3,14,2,719,103575,31,18,6771,19117,10208,29,14
3,3,7,1,484,120719,26,18,12288,21724,8981,21,12
9,11,4,3,290,191433,21,35,10713,34518,13760,42,15
6,2,14,1,1218,210967,34,36,33014,45516,13100,38,16
0,5,1,0,410,102966,15,6,2623,10792,6392,51,11
2,1,16,0,368,127154,22,24,13390,18908,8504,29,12
6,4,2,3,655,156661,30,14,13009,24235,11585,43,14
6,3,12,2,816,178923,20,29,19495,37355,10923,22,14
5,7,13,2,407,173843,30,35,11170,31500,10949,27,14
7,3,8,2,371,163483,31,14,10231,17630,11125,24,14
1,6,6,0,330,88404,5,18,10450,22986,7781,129,13
6,4,5,2,510,147776,33,2,7391,20235,10572,52,13
9,10,18,1,430,165880,34,27,17660,40922,15067,27,16
5,3,12,2,855,153229,26,2,17984,22614,10369,27,14
7,1,12,2,951,126758,21,17,9144,19798,10253,34,14
5,7,6,2,432,134382,23,15,4086,18034,8992,38,12
5,7,21,1,427,170899,24,43,18410,36689,11238,20,15
7,6,10,1,370,162304,29,13,16759,39638,14423,187,16
8,3,12,2,838,149478,38,26,12952,36792,11941,41,15
14,5,16,4,462,158891,33,23,10247,29976,13458,27,15
10,6,7,2,432,148745,21,35,18846,30360,12621,38,14
5,7,14,2,230,182199,17,28,18496,40309,11116,24,15
8,6,11,1,480,174282,16,18,13306,31963,11919,70,15
5,6,7,1,440,229566,21,15,9023,28436,14418,83,16
13,3,16,2,691,152620,25,27,16189,26607,13474,23,15
8,7,13,3,320,118638,18,27,13044,28333,10017,25,13
18,3,9,3,795,207134,21,10,18689,24266,14337,28,15
12,6,5,4,405,142287,9,24,4513,18773,11887,79,13
6,0,7,1,0,168301,30,16,3545,6594,11147,71,14
2,6,0,1,514,88151,11,1,9112,17901,6516,20,10
10,1,10,1,1179,165445,16,19,8734,15017,10764,36,13
6,6,2,1,521,86733,21,7,8710,16960,8999,26,11
0,6,3,0,380,98480,20,10,7607,20956,6219,22,11
10,2,8,3,624,188991,29,21,8277,16098,13311,56,15
3,8,11,1,460,207730,25,28,12832,37467,11344,51,16
13,8,4,2,698,247588,25,19,11639,27814,14935,57,16
5,2,7,1,841,134631,21,6,9621,17626,9589,21,13
13,5,9,3,371,160123,27,11,1269,15136,14177,194,14
9,7,15,2,428,202826,30,20,8331,20899,12957,42,15
10,5,13,2,525,142955,24,40,17980,33008,12577,21,14
10,9,10,2,421,193930,26,17,8391,26272,12255,48,15
12,8,4,3,526,135080,43,4,19382,33383,11897,23,14
7,9,10,3,305,196514,28,18,12545,29739,12128,36,15
3,2,12,1,877,162236,27,16,11355,21621,9327,23,13
5,8,12,1,400,219436,19,33,9666,26968,12741,69,14
10,6,5,2,381,209335,32,13,19320,37338,13897,55,16
18,10,11,6,406,208212,25,22,10379,28223,15274,49,15
7,6,11,2,456,155711,34,9,13095,23428,11387,30,14
11,4,10,2,448,159490,24,20,17306,32927,13435,28,15
7,3,7,1,855,147428,29,28,10288,25773,10047,45,13
11,5,9,4,625,176064,30,24,19571,33156,13240,28,16
6,8,14,3,354,136097,22,10,8350,24115,11224,33,15
9,0,7,1,0,137187,12,24,18930,24544,9749,31,13
11,1,5,1,926,126052,15,6,3165,11357,12790,145,13
3,6,1,1,448,87387,10,13,6945,19272,6635,25,11
2,1,3,1,329,61622,8,6,537,7030,5976,91,11
10,5,7,3,1102,259156,61,1,25599,35166,14468,30,16
2,4,19,1,659,20570,88,25,2895,17001,10069,31,15
20,5,4,5,391,205942,74,21,5881,19306,15658,39,16
3,8,11,1,597,96790,14,28,9001,23809,7599,30,12
6,3,21,1,1174,160022,38,27,10875,42169,13033,34,16
6,11,10,1,347,158557,23,18,18482,45122,11539,42,15
7,6,20,1,616,189762,24,33,12413,40723,14315,41,16
2,3,6,0,840,180275,32,28,10300,21931,9515,51,14
8,5,12,3,547,190286,43,22,9509,25627,13238,82,16
13,6,13,3,714,194747,33,42,23478,38047,14986,33,16
7,8,4,2,419,118135,25,9,5956,22218,9349,21,13
8,5,13,1,476,165296,26,20,6764,19168,11636,46,14
2,8,7,0,237,116253,18,18,6392,24019,7916,25,12
8,5,5,1,591,91083,13,23,9338,21971,8355,22,10
5,4,15,1,570,209808,26,18,13687,24213,13233,38,16
9,4,6,2,848,182377,35,16,9731,29049,12705,59,16
10,2,13,2,606,178629,30,26,19056,30045,13269,25,15
4,7,5,1,412,100247,39,27,10256,24485,8934,26,12
5,8,10,0,303,102544,31,18,6349,23080,9767,30,13
11,3,10,3,706,196718,29,2,22272,23837,14031,47,16
4,9,8,1,515,130064,25,18,7878,27761,9320,25,14
7,3,16,2,961,199301,16,19,11160,26119,12213,28,15
6,4,8,1,967,202456,21,18,8324,25364,11617,42,15
10,6,5,2,562,175632,29,20,14702,31883,13352,43,15
5,2,7,1,483,132910,40,14,10772,19596,8523,21,12
10,6,9,1,659,191758,13,25,9855,23472,12407,51,15
3,7,2,1,337,123253,13,10,4017,14878,7822,26,12
8,3,12,2,478,152969,30,10,11601,17267,11108,39,14
1,8,6,0,254,153898,9,16,8220,22201,7945,32,13
10,3,5,2,563,114089,54,23,8128,20261,11909,30,14
6,13,9,2,249,211225,29,6,25840,44030,13826,81,15
4,9,13,0,378,178196,40,25,10105,30210,11813,54,15
5,4,3,1,930,119730,22,9,1934,20079,12038,199,14
5,13,4,0,195,152645,26,16,3831,22219,10020,53,13
11,7,15,4,322,194651,22,27,10356,26383,13626,46,15
5,2,11,1,370,119826,34,17,6607,21726,11892,174,15
12,4,8,4,443,199965,44,20,7692,18541,14183,60,16
8,1,4,2,498,146692,27,11,5958,11249,10730,25,14
6,2,2,1,323,120139,19,12,8285,13101,10038,26,12
4,11,14,1,339,195150,21,25,21521,53415,13448,26,16
6,5,14,2,652,171375,25,22,13906,31194,10997,32,15
9,9,7,3,460,157041,21,29,3697,26612,12687,38,14
4,1,6,2,703,170337,33,6,13105,18105,9508,21,13
0,6,5,0,449,111724,43,9,4603,14505,6747,26,11
1,3,20,0,833,409405,48,38,9069,12030,11324,20,16
4,6,12,0,531,131310,27,20,13082,38631,11086,41,15
7,1,7,1,1063,161307,18,11,5111,18758,10526,25,14
1,8,3,0,252,122337,10,15,4593,17908,6977,64,11
9,7,6,3,584,256182,55,25,22258,49415,15259,64,16
5,9,4,2,630,172871,24,15,10125,29439,10309,24,13
8,7,7,1,777,205556,39,22,15299,36682,12921,64,15
11,3,4,2,389,192171,64,1,16535,24808,14146,35,15
8,7,2,2,414,118207,18,16,6340,26294,10596,174,13
4,2,7,2,852,144282,25,16,9895,20904,9064,23,12
4,5,5,1,655,197540,44,16,11321,24670,10829,49,15
3,2,7,1,1034,142200,30,11,8193,24014,9609,20,14
6,4,13,2,1161,217390,69,76,21017,31184,13943,33,16
7,5,5,2,435,104493,40,27,6781,19497,9595,27,13
3,3,3,1,705,145598,24,13,6192,17626,8272,48,13
