stats.kills,stats.deaths,stats.assists,stats.killingSprees,stats.longestTimeSpentLiving,stats.totalDamageDealt,stats.visionScore,stats.timeCCingOthers,stats.totalHeal,stats.totalDamageTaken,stats.goldEarned,stats.totalMinionsKilled,stats.champLevel
7,0,6,1,0,111168,25,15,0,7312,10119,189,14
10,2,10,2,1025,112941,12,26,2628,16811,12094,168,14
6,3,10,2,634,97201,26,29,521,15327,9188,153,13
6,2,4,2,884,107306,13,18,6814,19467,10053,175,13
2,6,9,0,491,64189,22,21,5416,21288,8568,134,13
4,5,6,2,976,133223,25,27,1535,13145,10408,203,14
9,2,3,1,334,134882,27,15,7596,18078,12824,205,15
9,8,3,2,347,155547,24,18,8210,25863,14100,198,16
4,8,5,0,550,106740,20,3,6182,24140,10074,151,14
9,4,11,2,774,105572,32,23,9935,26372,12165,146,16
11,2,4,3,631,133359,22,29,7343,15155,13095,176,14
8,12,9,1,258,121674,20,24,7314,33290,12156,156,15
3,0,6,1,0,128569,16,13,3804,9905,10952,198,14
0,1,2,0,1327,103920,17,25,2337,7194,7413,197,13
2,7,2,0,431,78873,11,25,0,19523,6631,145,12
8,2,5,2,595,73221,16,21,9054,18138,8609,129,13
5,5,12,1,307,104618,15,18,962,12045,10761,154,14
4,5,1,1,374,89361,13,1,4562,19340,7691,128,13
3,9,9,0,372,97661,34,22,2852,25853,9218,126,15
2,6,7,0,312,80241,16,14,6134,21238,7199,132,12
4,4,2,1,358,93348,13,8,4306,18398,9106,167,13
6,3,4,2,745,101840,22,6,8988,24793,11598,144,14
5,8,1,1,375,73847,12,3,4607,21614,7991,136,12
10,1,3,2,774,113681,23,16,7598,15148,11125,183,15
8,4,7,2,567,99790,10,0,2631,19324,10903,158,12
3,8,10,0,531,120389,34,38,3673,19452,11300,177,15
2,8,3,0,397,157769,21,7,3758,28970,10853,191,15
2,4,2,0,504,159535,23,11,5362,20406,11906,229,16
7,5,18,2,189,115211,25,34,637,16415,10871,159,14
7,8,2,2,413,105434,18,18,0,14659,10284,176,13
5,2,5,1,734,122143,17,20,4024,9006,10682,193,14
2,7,5,0,282,117720,27,17,2648,17768,9621,186,15
7,1,10,2,745,147656,22,25,5812,12040,13018,194,16
4,4,6,1,530,157710,28,2,1324,19115,11727,211,16
15,3,8,3,872,181519,28,3,3018,15103,15526,223,16
1,5,7,0,1177,100267,24,16,3587,15378,8377,174,14
11,4,9,3,595,136035,25,16,4614,17761,12858,172,15
3,6,1,1,416,106130,26,3,5761,21391,9810,185,15
8,9,10,2,475,104874,42,25,6901,26043,10803,178,15
3,8,14,0,541,109893,22,30,5538,25540,10629,144,15
10,7,7,1,1235,115383,20,2,2409,21337,12347,182,15
3,9,3,0,408,103478,18,0,778,17851,8689,164,12
8,2,6,3,512,121227,14,19,7246,17543,11437,174,15
2,6,9,0,303,85157,12,9,2489,18880,8871,144,13
3,4,6,0,518,109532,22,24,0,14139,8130,159,13
7,6,3,3,402,112518,31,3,122,13610,11357,192,14
6,2,7,1,754,144611,23,7,2751,10520,12025,222,15
13,6,2,2,497,120158,14,32,2210,25202,12395,147,14
3,9,13,0,531,106422,31,15,2635,18766,10122,152,15
3,6,4,1,412,85618,19,14,735,11563,8872,153,11
5,5,5,2,741,96566,17,28,204,10776,10159,161,13
2,4,10,0,340,91713,14,26,3319,16261,8984,170,14
6,7,2,1,300,71744,15,9,6163,22356,8591,129,11
10,2,9,2,645,130360,20,16,2444,11184,12488,143,14
6,10,7,1,496,118742,19,20,2542,25463,11515,147,15
13,6,7,3,529,179182,33,26,4941,30034,14868,194,16
3,4,14,0,616,115324,31,37,3915,20149,11771,177,15
7,9,6,2,504,166590,20,6,26635,43711,12826,199,16
10,12,7,2,268,141350,21,32,12697,41310,14384,186,16
6,8,0,2,276,65381,11,3,2911,20248,8221,136,12
6,3,7,2,465,128146,14,14,892,11622,11203,182,15
6,9,0,3,226,83843,16,20,5504,21908,9073,118,11
5,7,4,1,574,89486,13,4,5137,22355,8861,143,13
9,5,8,2,668,120346,22,21,15667,33121,11836,181,15
1,2,4,0,618,55319,17,12,0,13170,6012,117,11
1,0,3,0,0,110181,20,15,220,2820,8399,198,13
2,6,4,1,578,139197,24,2,515,18508,9356,204,14
7,7,7,2,832,138318,29,21,7359,26386,12399,215,15
13,2,4,3,459,100711,15,4,7320,19243,12472,154,14
4,6,7,1,858,100712,11,16,6576,23078,9509,165,13
8,6,12,2,345,145501,33,6,1101,15437,12583,155,15
3,5,5,1,600,102950,20,22,841,19974,7802,187,13
4,7,4,1,588,151482,32,6,1195,15722,12114,247,16
6,4,11,2,538,142382,22,25,1475,10607,11422,203,15
4,8,8,1,454,109521,15,29,0,24110,9451,181,14
4,2,8,1,549,82502,17,26,356,8435,8399,142,12
1,5,2,0,507,64490,16,16,4685,11599,6736,149,11
2,1,4,1,1198,83471,7,15,7295,11862,7940,140,12
3,2,3,1,680,84153,14,24,6052,12596,6908,141,12
4,1,6,2,663,91356,20,23,0,10738,8321,163,13
3,6,4,1,891,107454,14,27,10077,26234,8348,170,13
7,3,7,1,651,163224,13,23,7179,19358,12484,207,15
5,8,12,1,549,156542,14,22,5616,28971,12355,211,15
5,2,10,2,872,123726,15,18,3453,12034,11155,180,14
5,3,11,2,456,148909,18,2,2798,15776,11692,196,16
6,5,6,2,840,117516,11,43,9738,25330,9859,150,14
5,10,11,1,485,106356,21,44,7740,30314,10137,154,14
7,2,11,1,1049,127079,15,2,3487,16422,11922,170,15
1,10,5,0,494,98942,24,26,8012,28263,7876,139,13
3,1,9,1,1295,130646,26,28,7877,13214,10516,186,15
2,4,3,0,1225,183809,36,4,2732,19967,12182,270,15
2,6,10,1,449,85863,15,32,8529,25386,8279,140,13
4,7,16,1,451,138946,28,57,2142,16281,11362,173,15
4,2,13,1,522,101180,22,19,11831,21713,12008,173,15
3,7,5,1,397,105054,26,24,6717,23173,8587,152,14
4,4,5,1,709,97466,24,31,3045,18648,10372,176,14
2,3,9,1,830,119202,14,16,5499,16871,9781,169,15
6,4,4,1,562,78375,21,34,7881,17747,9271,122,12
11,5,8,3,244,201041,25,1,2505,18472,14966,225,16
6,7,5,1,513,146216,14,13,3530,21470,11287,178,15
14,3,3,3,1035,153480,21,2,2466,17509,14541,196,16
5,1,6,1,1476,165771,17,24,5066,14816,13125,208,16
3,6,2,1,624,120559,14,2,5454,19150,9909,210,14
4,1,2,2,1082,94849,10,7,7468,16586,8874,159,14
2,3,3,0,901,87967,10,22,0,10493,7866,174,12
12,10,3,2,478,118733,23,5,4775,25962,13712,172,15
10,7,13,3,408,186597,21,6,3798,21617,16004,214,15
9,8,15,2,303,124503,30,34,11061,28179,12052,144,16
6,10,8,1,372,160282,33,3,0,21570,12664,209,15
2,4,6,0,875,161741,28,2,946,19910,11080,242,16
3,4,13,1,806,147394,36,17,3579,15219,12641,226,16
8,5,3,2,369,82770,14,23,6565,17644,9717,127,12
8,4,5,2,352,99316,21,3,3172,13038,10161,161,13
13,2,6,3,738,93332,18,18,4421,13151,10753,139,13
4,8,1,0,526,90760,14,12,7334,23106,7601,148,12
5,1,5,1,318,113340,21,13,4197,6367,9655,182,13
6,4,10,2,450,137395,19,13,2470,17705,12406,198,15
8,7,6,2,353,92523,9,30,8946,24820,9934,133,14
3,4,2,0,477,87968,27,1,1320,10753,8559,154,12
4,4,9,1,678,125188,22,24,1870,13611,11143,177,14
3,7,3,0,338,88519,19,16,514,16317,7879,155,13
1,3,3,0,1149,95827,20,15,1909,9787,8542,199,13
4,0,7,1,0,117581,17,18,3722,9656,11271,178,15
8,5,6,1,466,138208,23,17,2382,14228,12209,187,13
9,2,2,1,1659,189124,20,20,7985,17491,14980,231,16
3,4,14,0,519,124620,28,26,18288,29150,9881,155,15
6,3,11,2,807,123878,33,32,803,15463,11261,174,15
6,3,5,1,821,133386,6,22,7349,18057,10103,165,14
2,4,6,1,611,111590,33,21,5016,19801,10646,204,14
6,7,10,2,626,140185,28,5,2979,23494,11633,193,15
5,11,3,1,426,104099,7,16,4028,27039,9426,154,12
3,8,12,0,441,113700,15,20,2532,18462,10115,155,13
10,7,8,3,273,88344,25,37,8910,23920,10255,113,13
3,8,6,1,456,106584,12,12,2760,20080,9754,162,14
9,5,9,2,548,101268,22,20,7281,29329,11393,162,14
6,4,10,2,605,132488,24,26,9893,24903,12312,215,16
7,4,5,2,943,78788,15,23,1866,19534,10491,147,14
4,4,6,1,1086,171598,34,38,7167,18991,12972,243,16
10,1,10,2,1279,157711,26,20,12505,18050,13050,165,16
9,5,5,3,449,141982,30,4,1416,18805,13004,184,15
4,6,13,1,585,106491,11,23,13822,28891,10138,148,14
7,3,3,2,496,87710,23,12,2756,14180,9382,148,12
0,4,4,0,488,67679,11,14,2046,14337,6291,124,11
7,1,3,1,225,111873,21,3,5520,12907,10062,185,14
0,5,3,0,436,107452,16,13,5151,14310,7026,157,12
7,5,9,1,1078,159077,15,11,3690,16885,12908,216,14
6,3,13,1,854,137748,25,22,5534,15110,11731,169,15
7,7,3,1,384,115885,20,22,517,14440,10688,189,13
12,10,3,3,467,177078,20,4,869,21008,15526,185,15
11,6,13,3,406,117952,25,27,12366,24934,13000,151,16
3,4,8,1,1009,111203,34,18,7721,19838,10371,129,14
4,4,6,1,917,91566,24,35,3448,16459,8898,155,13
8,1,7,2,887,102237,27,21,8914,14267,9887,133,14
5,3,5,2,451,91299,19,13,4277,16561,9751,142,14
11,3,8,3,694,134199,29,35,13415,22054,11774,152,14
3,7,6,0,420,121987,7,26,4062,24892,9776,169,13
3,1,9,1,985,121842,11,7,2418,15427,9049,196,15
1,4,3,0,468,96201,13,16,6420,16374,7976,184,13
6,6,4,3,771,193582,24,26,11510,38189,14507,232,16
6,3,3,2,555,141246,25,18,5403,25300,10342,183,15
6,5,4,1,699,70445,9,11,1343,14458,9040,161,13
5,3,5,2,417,117425,17,4,199,9547,9926,194,14
12,3,7,2,754,103052,25,9,5823,19111,11788,128,15
3,6,8,1,518,88938,11,21,280,16129,8821,152,12
9,4,12,2,600,109149,14,32,8772,18962,11167,132,14
15,4,5,4,390,123954,13,13,7290,23300,13446,142,14
1,4,1,0,488,83712,25,29,0,8264,6345,142,11
10,3,7,1,455,103391,15,26,7541,19858,11130,161,14
5,4,3,1,934,92660,11,21,11484,22113,7592,134,13
6,6,9,1,293,88528,18,16,7431,24866,10048,140,14
14,1,8,2,724,99956,19,26,11674,17893,11964,113,14
4,4,3,1,585,99156,30,3,692,9237,9378,184,13
6,2,9,2,1123,95416,36,18,9345,17457,10162,138,14
9,2,4,2,837,103324,21,9,8502,18312,11906,134,14
4,4,6,2,701,88199,21,24,2179,20428,9225,128,13
5,4,9,2,538,126907,15,33,3808,17929,11944,170,15
4,8,13,0,253,85667,14,38,1062,20532,8248,128,13
10,3,8,1,491,129208,21,27,10395,25029,13510,187,15
4,3,10,1,1404,190116,29,26,4376,21039,12787,225,15
6,7,8,1,599,115688,49,41,10415,28029,11792,157,15
20,1,13,1,281,117230,17,41,19540,30468,13168,117,16
5,8,4,1,483,66650,20,21,4305,21684,8231,124,12
8,5,7,2,544,107644,13,33,12372,27844,11375,121,14
1,6,17,0,284,146829,11,27,2495,25316,10267,160,15
7,3,10,2,1052,98097,18,39,4804,19871,11672,158,14
8,2,9,1,974,140597,15,27,1506,15508,11957,198,13
2,6,2,1,421,100878,12,2,5179,21251,8659,150,13
4,12,11,0,249,86621,15,37,2434,25669,9623,114,13
4,5,7,0,432,101447,18,5,7589,19996,8989,168,14
1,8,4,0,366,76540,9,18,4141,24463,7789,160,13
4,0,15,1,0,76270,16,28,5328,13292,9084,141,14
2,4,1,0,537,116371,25,0,569,13166,9740,184,13
5,4,6,1,606,100310,14,21,3059,13257,9955,172,14
3,7,13,0,615,118707,43,44,4107,50227,12684,151,16
3,1,7,1,685,126596,20,25,3224,9229,10733,203,14
6,4,4,1,685,111091,18,14,6550,21018,10476,176,14
0,1,9,0,1008,96468,20,25,1297,13744,8752,185,15
2,10,2,0,307,111594,15,19,4249,22188,7849,149,12
6,1,5,2,707,137823,20,4,2079,13152,11939,192,15
5,4,2,2,611,105774,31,15,3150,18278,9432,178,15
7,1,5,2,1237,84814,17,21,4035,8927,10006,151,14
2,6,2,1,422,155944,30,0,3116,15153,9877,212,15
5,9,17,2,400,100061,19,41,434,26039,10947,141,15
2,5,4,1,402,85992,21,2,3608,18628,8170,169,13
8,2,11,2,857,87789,24,23,5591,13727,10936,151,15
3,2,8,1,946,85167,25,21,2970,10981,8979,168,13
3,1,9,1,243,114671,25,1,1849,9028,9317,192,13
2,2,0,1,1081,79602,14,1,3054,13337,7934,180,14
2,4,8,1,503,115936,41,28,3411,15910,9804,180,15
5,3,4,1,990,107514,40,20,3417,18168,10832,183,15
4,5,12,1,567,141881,32,22,5131,23143,12275,199,15
12,3,10,1,1413,147845,24,13,8053,25330,14887,173,16
13,8,8,3,479,104004,22,3,1160,20884,12128,143,15
10,6,5,1,861,84029,23,26,3751,22782,11741,147,15
7,8,7,3,506,145462,24,1,3203,21440,12719,213,15
5,7,5,1,813,149741,27,12,1187,19170,12517,222,16
2,1,7,1,408,135846,40,11,3741,9326,11300,242,16
11,3,4,2,1215,140173,50,7,1776,13071,13679,185,15
2,3,6,1,813,69800,17,16,1845,10003,8037,160,13
4,1,7,1,1056,100688,18,9,6826,12871,9383,168,14
2,4,12,0,537,105677,20,17,1161,16362,9093,162,14
1,3,3,0,710,82948,25,12,1327,10468,7471,174,12
2,2,6,0,675,96974,12,25,3109,12034,10350,186,14
7,2,8,3,533,90269,25,3,5044,13947,10335,182,14
2,9,12,0,340,138402,18,47,1136,23872,10577,225,15
7,2,12,2,634,111514,33,21,2861,11676,11068,165,14
0,6,4,0,661,107167,34,1,2264,17335,8668,183,13
1,1,0,0,1232,124927,13,16,1743,8468,9508,223,14
4,0,14,1,0,119455,22,16,5479,12807,11010,179,14
9,6,11,2,567,157402,31,40,7314,22594,14817,188,16
8,10,10,3,327,131978,37,24,11952,33736,12706,171,15
2,6,6,0,363,101219,18,12,406,14453,7732,171,13
7,3,9,2,300,89247,18,27,2474,12129,10627,161,13
6,4,6,1,703,137201,22,36,4393,20278,12967,210,15
3,7,8,0,464,125882,11,18,10246,28966,11453,193,15
3,7,1,1,784,121467,19,70,4006,22841,9655,206,13
1,4,6,0,980,170552,33,17,2481,20379,11421,267,16
2,6,9,0,830,162612,25,1,1410,19151,12187,240,15
3,3,5,1,712,102305,26,18,1640,9693,9005,195,13
0,6,3,0,510,94097,11,15,1811,16419,7294,159,12
9,1,9,2,830,81266,14,24,2502,7655,9278,129,12
2,5,1,0,481,76898,26,9,742,10367,6916,140,11
8,5,3,1,921,183476,36,34,2833,16555,14290,238,16
5,9,18,1,400,104930,13,57,2670,29217,10447,133,14
3,2,8,1,999,154486,16,13,327,7958,11086,225,15
7,2,7,1,962,148885,44,12,3912,12746,13075,226,15
2,12,8,0,477,107016,33,24,1614,31811,9620,171,14
8,2,17,2,822,115884,23,40,15721,33675,12155,156,16
11,2,17,2,997,161531,24,41,3433,13622,14424,192,16
2,7,5,0,377,119760,40,38,3021,18669,8829,175,14
5,6,10,1,382,147412,23,34,2707,17236,11470,171,15
6,6,6,2,745,102080,25,16,3591,16946,11304,193,15
14,6,6,3,466,163128,15,36,10803,29305,14721,199,16
6,7,8,2,681,99966,33,1,1493,18041,10640,160,15
6,4,5,1,727,157756,35,0,604,17280,12765,219,15
5,6,12,2,560,163019,14,34,3683,20109,13332,221,16
4,11,6,1,336,125010,23,23,4225,30700,11403,190,14
3,8,2,0,514,84834,23,10,3111,17705,8216,157,14
4,4,4,1,897,130715,22,8,3792,16214,11371,223,14
3,4,14,1,726,142825,52,19,1952,14855,12355,203,16
5,8,7,0,378,125911,23,17,3782,22676,11725,205,15
3,2,8,1,647,105195,21,6,1042,9145,8556,176,15
1,6,1,0,417,87132,18,2,905,10802,7937,161,12
6,4,1,1,743,109687,35,5,1431,12828,10984,180,14
5,4,2,1,981,102838,26,1,1619,13301,9729,162,14
9,3,9,2,945,105935,18,14,2127,9528,11877,167,14
7,7,1,2,466,165728,18,4,0,15855,12177,226,15
6,7,14,2,326,90445,34,21,11146,27370,10937,163,14
6,6,11,2,376,76647,13,36,515,20302,9080,129,14
5,3,7,2,701,121375,35,29,2828,10515,10827,185,14
1,5,2,0,554,119987,20,18,1290,15495,8175,181,14
6,11,4,1,260,130281,10,18,701,21042,10709,157,15
18,3,10,4,647,154133,22,29,7001,16879,14764,194,16
10,5,8,3,568,127623,10,25,3853,17405,12320,163,15
0,8,1,0,400,77903,15,18,1096,14574,5979,141,11
10,0,9,1,0,87938,22,15,5031,12129,11129,172,14
3,6,4,1,425,73455,10,26,2181,14853,8268,135,12
11,4,3,3,541,107222,21,16,4917,20744,11742,179,13
9,5,6,2,789,104481,25,13,7149,27750,12631,196,15
6,5,7,2,815,167268,13,21,4209,25210,14062,199,16
3,1,3,1,1117,68383,9,1,3402,14824,7689,146,13
1,3,2,0,500,84808,21,19,633,7574,7041,184,12
8,3,1,1,556,116888,21,14,2659,12468,11108,205,14
11,8,5,2,277,98884,21,15,5959,26871,12548,151,15
1,3,3,0,883,141596,28,33,1339,10214,10244,203,15
3,4,16,1,543,142378,41,29,829,17803,11568,192,16
2,9,1,0,331,78809,11,15,4673,23061,6919,133,12
9,4,4,2,590,92812,17,3,8532,19951,11067,166,14
7,10,6,1,312,116332,15,7,918,21932,10382,141,13
2,5,8,1,408,89911,33,15,3014,13009,8368,147,14
9,5,12,3,870,188791,17,23,3653,17923,14768,218,16
4,4,9,1,579,135138,22,12,3905,16020,11891,207,16
1,8,3,0,538,162115,22,7,2867,25398,11069,203,15
12,9,0,4,795,131625,46,24,2376,24885,14007,201,15
11,3,12,1,252,148208,25,22,2999,11362,13023,170,15
7,3,9,1,867,88588,28,19,7746,20906,9624,125,13
4,0,8,1,0,87743,21,1,2720,9617,9715,177,14
8,1,12,2,762,119916,17,23,2223,11516,11774,176,14
3,4,1,1,533,108953,18,2,476,11170,9221,211,13
7,1,3,1,771,91533,23,21,6749,16225,9595,177,14
2,3,2,1,594,82235,20,32,18920,24205,7329,155,14
13,6,5,4,418,84469,17,5,5441,21599,11643,148,13
4,6,9,1,338,88010,30,3,513,14558,9077,123,13
2,1,13,1,1015,99106,18,13,2912,11278,9722,161,14
4,9,6,1,305,74298,20,2,2348,19842,8452,130,12
1,5,0,0,421,68025,14,1,1994,14903,6960,149,11
4,1,6,2,501,119125,19,2,2532,10204,9908,167,14
6,6,2,1,525,102118,16,21,3723,16888,8534,159,12
0,4,11,0,370,72205,9,2,3750,16110,7183,139,12
9,6,12,3,734,127666,37,20,1363,20304,13502,177,16
10,2,5,2,458,131012,26,5,3933,9323,13252,212,16
5,6,6,1,303,84642,22,18,501,15737,9026,154,13
5,1,13,2,510,111631,36,16,4212,12324,11267,196,15
0,6,5,0,616,84478,24,15,1875,14837,7587,165,13
1,2,8,0,563,71204,21,12,1533,8027,7104,131,12
2,0,6,1,0,53173,16,16,1951,6555,6978,139,12
13,2,1,1,303,112343,38,11,5697,13373,12331,172,15
1,5,5,0,668,59451,23,15,1428,10153,7047,147,13
0,1,17,0,884,65457,17,17,2877,9284,7225,131,13
1,4,5,0,427,76540,26,15,856,17361,6912,142,12
11,7,8,3,339,139837,26,6,8926,24470,12241,195,15
4,4,18,1,501,126465,21,52,16422,18249,10960,183,14
6,3,5,2,1119,111984,39,42,31771,36543,11583,183,15
6,7,4,1,335,86610,15,20,1928,15558,9204,137,12
2,4,7,1,662,77372,13,15,5119,19722,7495,150,12
7,3,8,2,379,83083,19,27,3027,9140,9552,137,13
4,6,2,1,631,99478,15,15,3306,15834,8974,169,13
2,3,14,1,642,114729,15,15,546,11677,9953,177,15
7,0,5,1,0,121500,18,18,7625,15048,9689,174,14
6,2,8,1,755,139923,22,20,7365,15254,11726,199,15
3,6,3,0,418,130138,22,13,3346,14622,9874,200,14
1,7,3,0,475,86381,22,27,256,33860,7495,139,13
7,3,9,1,647,112012,10,2,2647,15460,9744,156,12
3,4,4,1,822,95004,27,10,3339,18047,8853,142,13
5,5,18,1,916,123973,33,37,798,26584,11959,186,15
11,3,6,2,614,117339,25,16,5875,14477,12015,153,15
1,11,18,0,310,105913,30,33,5450,44786,11177,164,16
9,5,12,3,845,112195,28,3,718,17092,12364,161,13
8,7,14,3,401,118223,33,38,875,16562,12190,175,14
5,5,8,1,738,112265,21,24,3198,18207,10261,181,15
4,7,6,1,428,105359,20,16,2629,15936,8724,132,12
4,5,7,2,367,69168,14,27,3110,13421,7990,120,12
12,4,14,3,704,163047,39,5,9677,23534,15133,206,16
6,10,14,1,324,131401,29,37,4373,38735,13403,183,16
8,6,18,3,616,103885,29,44,9272,17558,12812,160,14
5,6,9,1,490,93267,26,3,6572,20883,10025,160,15
2,8,8,0,385,90310,31,32,1393,12783,8698,175,12
7,8,6,2,288,134367,20,25,4181,21641,11096,172,14
11,6,2,2,362,88352,16,14,3848,26652,12115,134,14
4,7,7,1,425,78281,38,32,5580,17899,9341,136,14
0,6,7,0,754,101621,35,15,8150,31047,9688,156,15
3,1,3,1,1086,124904,33,3,819,13741,9868,169,13
1,2,1,0,673,102998,20,14,5998,12429,7747,184,14
4,6,16,0,490,101907,8,43,1060,20591,10204,150,14
3,9,4,1,256,93501,13,13,2692,21239,8269,158,12
12,4,10,3,481,97737,20,2,1262,15165,11787,122,14
7,3,3,2,719,96178,13,1,4727,13437,9293,147,12
2,7,2,0,529,89557,14,14,5762,19735,6507,142,12
10,2,9,2,697,134312,28,0,706,10851,11760,176,13
0,7,0,0,262,61902,11,17,0,16750,5290,126,11
4,3,9,2,716,97604,18,18,551,7893,9181,152,13
1,7,8,0,473,111682,14,21,759,10645,8440,184,14
7,4,2,2,710,86173,29,13,4117,17542,9845,154,13
9,8,9,3,310,154708,30,44,2527,30464,13555,201,16
2,7,12,0,459,190074,30,21,9030,31628,12998,230,16
1,8,0,0,296,84407,13,6,1415,15599,6718,153,12
6,3,11,1,293,140880,42,19,9929,23190,11858,207,16
5,7,7,1,492,105995,15,27,282,16976,9351,155,13
5,3,6,1,551,86372,12,10,1111,9021,9389,168,12
0,7,6,0,287,67862,10,23,587,15813,6363,133,11
8,3,10,2,231,99713,23,22,4700,14775,10330,138,13
5,5,16,2,398,105422,30,21,4144,14927,10263,162,15
3,7,7,1,690,124230,25,20,2,17319,10115,187,14
9,5,13,2,642,131195,37,20,4233,18087,13688,164,15
6,4,7,2,696,227357,33,15,2553,16387,15275,250,16
7,4,8,1,686,97718,33,23,5708,14188,10212,160,13
1,4,7,0,702,91143,24,17,3132,14227,8160,147,13
5,5,7,1,676,113115,12,4,8723,25987,11306,190,15
6,4,7,2,859,179595,22,36,3642,15886,13328,232,15
5,4,19,2,509,124896,28,20,2012,13295,11524,189,15
7,10,9,2,372,210228,34,30,5013,34406,14675,225,16
3,6,18,1,822,106962,22,25,10553,35790,10495,153,15
2,1,17,0,1295,108635,29,17,4313,20786,11092,185,15
6,4,5,1,1155,111077,23,34,5220,16614,10309,162,14
5,3,5,1,455,98325,25,12,2393,19127,9649,170,14
2,5,11,1,410,99668,21,30,5559,22450,9681,150,14
4,6,5,1,678,75792,14,36,17937,30799,8764,115,12
4,8,3,0,479,106331,13,10,5026,26622,10470,188,14
5,9,7,0,465,144726,23,0,982,18286,11051,202,15
10,5,5,2,1025,125312,20,44,8565,26400,13017,195,14
8,8,6,1,434,133103,19,3,8750,31334,11908,212,16
9,8,7,2,390,173598,25,27,3834,24490,13366,164,16
7,3,12,1,259,97820,17,26,992,11818,10595,153,13
4,7,5,2,318,75770,10,14,3922,19225,7222,122,11
0,2,6,0,710,96596,15,11,23,10080,7848,174,13
2,1,7,1,654,130634,19,2,17047,16671,9973,206,15
4,6,9,1,573,95418,24,14,6368,19665,9774,152,14
6,6,5,2,779,110097,15,18,3053,18901,9363,146,13
8,7,7,3,667,134532,16,49,14804,37625,12526,155,15
8,10,1,2,238,81805,17,4,998,16958,9622,131,12
12,3,13,3,601,96923,14,11,2140,9796,12278,140,13
2,11,10,0,504,90355,16,25,526,23044,9553,117,15
4,1,6,1,729,86351,4,30,1613,6584,8556,147,13
6,1,6,1,614,146832,16,26,12551,18653,12440,179,16
3,4,5,1,1059,117779,27,32,465,21072,10198,191,14
6,5,10,2,846,110646,39,42,30291,39244,11701,152,16
6,9,1,1,363,87001,16,13,2707,20116,9083,137,13
17,2,8,3,556,114429,12,21,4851,13670,14167,143,15
7,8,7,2,271,112056,29,2,1229,18672,11371,171,14
8,7,2,2,340,93731,10,2,2374,18005,9713,138,13
13,4,10,5,554,117731,19,10,4619,17636,12396,133,14
3,5,4,1,365,56894,22,29,652,12106,7602,129,11
5,4,5,1,539,84940,13,7,1590,12227,7563,134,13
