stats.kills,stats.deaths,stats.assists,stats.killingSprees,stats.longestTimeSpentLiving,stats.totalDamageDealt,stats.visionScore,stats.timeCCingOthers,stats.totalHeal,stats.totalDamageTaken,stats.goldEarned,stats.totalMinionsKilled,stats.champLevel
5,8,3,1,440,161400,41,6,9744,32749,14227,220,16
5,3,9,2,566,109870,9,24,2480,18085,9385,164,14
2,7,0,0,393,96488,21,8,6851,25828,7918,171,13
2,2,1,0,852,68686,13,12,996,16151,7119,148,12
6,1,3,2,931,100922,14,3,4882,11967,9028,178,14
6,5,3,1,405,96062,12,18,2207,19552,10662,161,14
6,5,2,2,727,119227,19,18,4148,22948,11378,168,14
3,10,9,1,427,135840,21,9,6179,46348,12085,197,16
1,6,1,0,479,62985,7,2,3029,16497,6957,135,11
4,12,4,1,264,172878,23,20,8532,43005,13143,215,16
5,2,11,2,627,108516,30,30,1981,12688,9623,158,13
11,5,7,2,392,106859,19,34,4678,28314,10943,140,14
3,9,4,1,329,100269,11,16,6056,28501,8095,146,12
2,8,1,0,307,66569,7,13,2996,17926,7324,135,11
4,2,4,1,660,90086,13,16,1697,16493,8446,131,13
2,4,9,0,740,132342,18,23,1301,22321,11309,202,16
5,5,3,1,605,189565,38,30,4758,25496,13892,261,16
12,4,8,3,354,125141,10,9,5687,23006,12624,155,14
2,4,4,0,585,109606,18,11,3835,18280,9456,173,14
5,4,5,2,827,118022,26,26,809,15103,9681,185,14
4,1,6,1,674,132433,18,12,8234,18929,12469,203,15
14,5,4,3,449,135432,26,29,7101,24415,16304,199,15
6,3,2,1,562,182376,13,21,8147,21111,12758,205,16
2,9,5,0,364,123652,29,9,2448,22952,9322,216,14
3,3,12,1,641,139446,15,25,7708,23582,9974,193,15
0,7,4,0,681,112356,22,31,4712,28806,8779,197,14
5,6,11,2,403,97076,32,52,5890,32434,11364,178,15
7,6,9,1,947,143188,32,27,11501,30297,12951,154,15
3,7,5,0,381,85921,13,23,1224,22619,8772,146,13
4,5,7,1,633,154800,23,18,5946,22605,11794,205,15
1,4,7,0,513,100432,12,16,811,13360,7924,157,13
3,4,3,1,612,111106,9,12,1953,16225,9968,180,13
8,3,9,2,533,130508,20,137,3977,17550,11552,174,15
0,5,8,0,369,171247,13,11,4519,15202,11138,207,14
5,2,10,1,846,104076,15,26,0,19849,9045,153,13
3,6,6,0,694,64683,14,13,1713,21011,8261,145,13
3,5,4,1,416,111606,17,22,3640,17382,10101,190,14
4,11,5,1,539,132840,20,19,5306,25541,10943,182,15
4,6,6,1,397,147228,13,8,5046,24666,12468,196,14
7,7,4,1,362,179046,17,8,526,23163,13250,209,15
12,4,10,3,887,152615,30,29,2835,17717,14209,160,16
7,2,4,1,948,106003,10,22,1763,16412,10561,170,14
5,3,3,1,878,103722,12,18,2041,12600,10948,151,14
3,7,3,0,349,123520,23,20,6325,24952,9573,161,13
6,4,9,3,406,92390,19,25,2684,21146,9943,142,14
2,11,5,1,410,114863,16,17,3993,26765,9588,156,14
7,15,5,1,311,127522,29,13,3872,31802,12351,167,14
0,5,3,0,438,116111,16,29,1,16730,7615,194,13
6,4,5,1,594,152633,23,8,3180,15524,11301,177,14
8,5,2,3,646,111731,10,3,4213,18975,10621,172,14
8,6,10,1,481,87502,11,22,10792,23882,9984,119,13
2,8,6,1,264,81768,17,16,2800,18603,8079,132,13
3,10,1,0,368,103968,8,15,3507,23616,8881,154,12
6,2,13,2,654,162669,14,10,5677,17084,12650,192,16
2,6,2,1,619,56682,6,14,1091,14383,5867,110,11
10,4,4,2,361,77163,21,26,2740,14699,9824,150,13
4,8,3,2,313,117673,14,22,3980,26657,10884,179,14
5,8,14,1,333,99236,13,28,5225,24179,11451,163,15
5,4,11,2,596,130319,25,11,5155,20342,11916,186,15
3,9,7,1,478,154977,35,12,1948,26626,12182,225,16
2,3,7,0,512,177500,17,20,6647,21718,13065,222,16
2,9,2,0,234,68106,13,16,1250,17690,7570,128,12
5,7,6,1,355,82268,10,32,1461,26487,9151,136,13
4,5,10,1,297,93478,17,6,5152,18394,9627,145,14
3,7,5,1,358,115669,12,10,4978,23422,9563,173,13
9,5,8,2,564,86777,13,39,2325,15360,11037,150,14
2,7,2,0,365,73463,10,19,1586,19293,7709,135,12
3,9,2,0,197,75443,17,18,1694,15329,7303,150,12
4,9,10,1,562,168657,29,33,7942,36175,12160,185,16
2,6,1,0,496,60783,11,11,1461,17434,6609,134,11
3,7,3,0,412,104674,18,7,1910,19121,9184,175,13
4,6,13,1,364,83372,21,13,2135,21447,10591,158,15
7,5,13,2,553,133321,32,38,15928,27727,11903,164,15
1,5,10,0,904,105632,25,35,4102,17020,8860,174,14
9,5,7,4,428,155268,27,13,1045,20637,14508,194,16
1,2,2,0,860,76440,10,12,4250,13542,7559,164,13
3,5,1,1,450,91901,10,15,5527,15953,8200,161,13
4,1,4,2,1108,112157,21,5,1492,8313,8851,187,14
4,5,8,1,540,149060,32,43,11420,24149,11771,201,16
8,8,5,2,681,162884,36,25,7643,36202,13900,210,16
4,8,10,1,362,123055,27,6,2102,16991,10993,176,15
8,9,2,2,486,96704,12,4,5955,30985,11230,173,15
3,7,10,0,417,140623,37,11,3892,22392,11402,203,15
8,9,3,1,459,117195,18,26,1033,20873,11557,184,15
7,2,4,1,791,166744,26,9,5376,18274,12168,210,16
0,5,3,0,534,167277,23,7,1641,20903,11450,248,16
2,4,0,0,982,153345,26,15,1094,16247,9471,224,15
5,7,3,2,677,111340,17,15,5187,27663,10064,149,14
7,4,3,2,708,107312,16,26,5901,29636,10945,156,15
2,2,11,0,1198,109547,26,18,5880,22673,9611,141,14
6,4,7,1,730,141086,18,3,19847,25284,11974,185,15
0,7,6,0,357,95534,12,14,2170,23427,8214,165,13
5,5,2,1,830,102672,20,13,5882,22682,9770,184,14
19,3,4,3,918,109483,20,27,5425,25247,12229,110,13
2,3,11,0,642,108818,16,46,8004,19093,8987,165,14
5,4,3,2,837,103530,40,21,5677,20666,10474,159,14
7,11,5,1,524,99657,23,14,6530,32183,12731,168,14
1,7,3,0,504,161029,18,13,6852,25019,11774,243,15
7,4,3,1,566,113446,13,16,6395,19935,10821,189,15
3,4,7,1,530,69384,7,7,4545,16544,7575,128,13
7,7,6,1,388,124444,31,8,3395,21344,11467,152,15
4,5,17,1,473,75559,41,30,3285,13493,9302,125,14
3,8,4,0,514,161634,28,11,9719,42818,10938,219,15
9,7,6,2,462,159138,26,21,9571,37572,14097,192,16
1,5,3,0,505,69565,11,7,2032,12985,6995,153,12
3,3,6,1,531,76255,18,13,1156,11170,9226,158,13
2,5,2,0,379,63293,18,8,2150,14561,7917,127,12
3,4,5,1,399,108665,13,15,5446,23570,8993,178,14
5,4,2,2,680,113398,14,14,4424,12197,9349,177,13
2,7,4,0,535,100036,11,20,2162,24739,7706,119,13
6,3,18,2,729,81497,18,37,5826,17181,10519,116,14
4,6,4,2,401,135094,25,19,5238,19063,11482,216,14
2,6,1,1,506,84198,27,12,2705,19296,8497,158,13
7,1,8,2,719,133125,30,8,5742,16834,13028,185,15
5,6,3,1,499,83836,13,9,4317,18999,8140,132,13
4,5,3,1,328,93500,8,8,663,13843,9182,159,13
2,7,1,0,441,82631,29,12,4601,20924,7448,126,12
1,2,11,0,1282,77368,41,39,6617,19533,8203,134,14
1,9,7,0,429,107660,25,3,1389,25461,9524,180,14
11,4,11,3,680,150729,44,8,1001,17123,13190,203,16
12,3,7,4,799,143715,25,7,9754,21952,14857,174,15
3,9,9,1,455,75344,12,26,974,25085,8827,133,14
5,7,4,2,490,117411,27,18,2573,25448,11248,194,14
8,6,8,2,542,127612,23,15,3235,20576,12516,137,15
4,9,6,1,496,122332,17,13,4352,29788,9952,149,14
7,1,2,1,1439,114736,10,2,6219,19972,10315,168,15
4,7,6,1,371,99672,15,27,3885,18017,9713,167,14
10,5,8,2,617,136623,18,7,2773,17163,12972,169,13
4,2,20,2,814,87685,28,27,3671,10205,10653,155,15
1,7,6,0,253,90817,9,12,4410,20705,8212,158,13
5,4,5,1,635,158745,28,15,6991,23150,12838,233,16
2,5,7,0,549,134258,21,21,8741,23634,10585,204,15
12,5,8,3,525,136466,20,6,6859,24974,14583,213,16
12,8,17,3,310,109075,19,24,4355,19295,12842,150,14
6,10,11,2,256,99960,17,18,1895,30330,10208,146,14
7,4,1,1,472,87075,18,13,2474,13411,9192,160,13
1,7,3,0,171,74577,13,7,2904,15535,7356,112,11
1,1,5,0,957,82775,10,16,982,12820,8022,148,13
0,3,0,0,622,133158,31,9,2249,14435,7995,204,14
5,8,2,1,444,106700,26,10,4054,22737,9821,151,14
3,8,17,1,327,73637,21,24,2828,17914,10031,132,15
1,10,3,0,180,75892,11,16,1485,22216,6940,140,12
15,0,10,1,0,112693,26,14,5834,18499,13099,111,14
1,7,4,0,749,128009,26,5,19806,29996,9702,191,14
6,2,13,2,1155,172137,15,14,9979,25478,13230,174,16
4,8,10,1,521,220717,31,13,5765,27509,13470,206,16
2,5,2,0,458,122658,18,6,1636,17136,8918,189,13
3,4,5,0,658,112231,26,11,5890,19880,9713,156,13
4,4,3,1,961,102446,20,13,6731,25983,9580,153,14
6,3,5,2,314,99235,18,7,3784,18670,10054,145,14
0,11,2,0,250,85281,17,6,3436,21029,7339,134,12
2,10,4,0,259,107845,25,46,2211,27372,9357,161,15
9,4,4,1,413,133494,26,13,8504,22142,13399,220,16
1,3,4,0,411,61921,10,25,1032,15880,6808,126,13
4,11,2,0,228,63938,17,1,492,18338,7397,124,11
3,6,1,0,588,88985,18,19,369,19404,8206,156,12
5,7,4,1,554,143675,14,15,1953,20793,11762,199,14
6,2,2,1,383,85686,11,8,3571,13666,8044,121,12
1,4,2,0,411,72729,8,12,2700,13825,6238,133,12
1,5,12,0,445,68399,12,12,1211,16692,8485,136,13
4,8,6,1,518,80451,22,7,4968,23835,7948,125,13
9,6,11,3,312,109610,11,22,6782,27411,12847,143,14
4,8,5,0,459,104986,17,0,803,16548,9590,167,13
7,4,9,2,457,91991,8,26,2720,17792,10568,150,15
2,10,3,0,203,107930,21,15,2692,21341,8030,171,13
8,6,5,2,362,134078,15,5,1085,14188,12315,180,15
0,8,5,0,296,120805,8,2,1407,16990,9408,174,14
6,2,5,2,929,93939,20,3,5408,20142,10059,154,14
7,4,4,2,577,99754,21,15,1837,18358,10809,166,14
1,5,3,0,545,65029,16,10,4338,18410,6697,124,12
7,3,10,2,840,108110,19,22,2856,18765,12515,166,15
5,7,4,1,456,74760,17,2,2668,16515,8109,122,12
5,3,9,1,797,202898,23,23,5285,25258,14230,237,16
1,5,7,0,528,137526,30,47,2376,26574,10648,210,16
1,13,4,0,201,134080,26,11,6907,33400,9112,177,13
3,10,7,0,276,103548,18,3,6443,25932,8731,145,15
11,4,3,2,558,168605,24,17,2390,19536,13636,211,16
3,6,4,1,596,115804,10,38,5535,22621,10674,160,15
6,8,2,1,237,121517,14,22,4078,25778,9870,169,14
4,6,10,0,508,106652,22,15,9198,28558,10842,151,14
9,2,5,1,945,164222,33,11,7058,13364,12798,207,16
0,8,2,0,374,96483,10,4,1374,17369,7297,151,13
7,4,6,1,858,132879,20,15,3916,22398,11577,162,15
0,7,5,0,490,79325,7,42,4149,22986,7628,153,12
1,1,8,0,214,77751,16,31,5618,14230,7692,151,13
1,4,3,0,701,69241,12,13,1521,12874,7917,152,12
7,5,4,1,1213,117955,32,6,7174,28494,13096,194,16
9,5,12,2,833,128072,15,7,5004,23817,12706,149,15
1,3,4,0,1009,99904,14,13,1779,16976,8730,200,13
15,6,2,2,256,109315,12,3,2014,14563,12798,140,15
2,6,5,0,405,105239,20,15,6691,22627,9567,178,14
2,9,6,0,408,101023,23,31,2027,18323,7961,144,13
3,4,10,0,415,204256,31,10,7791,22160,12765,218,16
5,8,3,1,420,179024,14,16,10998,43037,12686,220,16
15,8,10,4,429,203850,20,20,10516,36729,16805,188,16
4,10,13,1,408,156614,17,23,4096,29928,12444,167,16
5,9,6,1,245,114237,23,8,331,20993,11444,186,13
2,5,5,1,595,86038,14,13,2440,18797,8138,167,13
3,5,1,1,390,73606,10,8,4651,19924,7476,124,12
3,5,4,1,340,131840,22,15,5688,27859,11312,194,16
4,3,1,1,1166,227383,36,4,701,14364,14986,279,16
3,6,10,1,648,99056,32,27,3886,29302,9267,139,14
3,6,17,0,469,138157,28,9,6789,25961,12409,177,16
7,8,4,2,683,152609,36,18,7026,36989,13226,233,15
2,4,10,0,754,100862,25,29,2083,14982,10143,189,15
5,8,3,1,438,111270,15,13,3368,28784,10656,174,14
5,2,10,2,1456,143491,16,25,8195,31786,13250,202,16
2,6,3,0,588,96954,19,12,3195,15850,7678,148,13
4,2,4,1,1231,208655,33,0,830,9404,13501,268,16
1,8,3,0,441,72912,13,5,3301,17973,7242,146,11
9,3,5,3,615,114422,19,13,4175,16569,10242,152,14
10,2,5,2,814,138898,12,15,3767,18765,13032,150,14
7,3,7,1,514,133338,12,19,4711,14194,12771,214,16
9,8,8,1,501,148745,25,42,3067,33899,12838,182,15
10,4,13,2,1076,178144,38,34,7917,33316,14238,193,16
1,3,5,0,628,93597,16,15,3860,13102,8500,166,14
5,2,0,1,785,175701,14,9,5396,18269,12395,208,15
8,4,5,2,922,105659,6,18,1581,17145,11137,145,14
2,0,9,1,0,86311,20,14,1068,8376,7913,158,13
2,9,2,1,332,99934,11,8,1531,22057,7935,168,13
6,4,6,1,499,118277,13,4,1599,14098,10617,155,13
1,7,1,0,574,111346,21,15,406,13552,8237,193,13
3,4,3,1,584,57802,22,25,2790,10852,7137,113,12
5,7,15,1,470,169295,21,31,8621,34108,13467,199,16
6,10,11,1,348,127274,19,29,9271,43996,12253,183,15
1,5,3,0,460,90524,25,16,2137,19814,8057,164,13
2,2,18,0,677,72622,18,24,3702,14246,8535,130,13
4,6,2,1,612,166818,16,23,1961,18457,11201,206,15
6,2,6,1,628,114541,19,29,30687,33935,11441,155,15
2,8,6,1,455,88098,15,32,1127,26868,7825,144,14
1,12,3,0,284,95476,33,12,2450,24386,8891,164,14
2,7,4,1,530,92071,19,12,3324,17429,8111,143,12
4,5,0,2,744,125538,21,10,5304,27076,9878,188,13
4,1,13,1,879,101334,22,31,3314,11838,10589,162,14
6,3,3,1,586,101299,11,12,2434,16700,10367,165,14
6,3,4,2,483,86424,13,4,15901,21102,9216,159,14
6,2,1,2,621,102464,8,11,2565,18765,8355,120,13
7,14,12,3,296,104387,9,5,5236,29651,10356,142,14
21,7,13,5,442,166444,21,30,19727,44543,17324,200,16
9,11,26,1,265,112974,37,41,3613,25919,13036,157,15
1,9,1,0,355,85752,16,13,1539,25166,7720,155,13
7,2,2,2,853,180580,35,7,7980,27906,12319,225,16
3,10,6,1,585,134843,17,23,7638,39262,11072,189,15
5,6,3,1,614,126245,19,20,2410,24266,10623,200,15
7,5,2,2,633,160117,31,2,2200,22019,12441,218,16
3,7,11,1,525,97563,11,18,2510,19609,9173,177,15
4,5,12,1,609,151463,20,21,5378,26824,13625,196,16
5,8,3,1,522,121070,22,35,4312,33303,11832,192,16
4,4,17,1,1163,119586,16,44,3911,27695,11171,152,16
8,10,4,2,307,126010,25,34,9908,33201,11987,159,15
4,5,14,2,470,115941,23,28,5283,32552,10698,165,15
4,6,5,1,423,230155,31,10,5415,26116,12380,234,16
5,2,9,2,544,162319,10,12,5562,14425,12318,174,14
1,4,2,0,625,92804,15,24,17150,21562,7945,173,13
6,7,3,1,460,96994,15,31,1694,21410,10404,145,14
5,6,7,1,585,128443,20,14,8951,34452,11217,177,15
5,7,13,0,361,90063,18,20,3850,26769,9652,133,14
5,6,2,1,376,143239,32,18,8090,28948,11351,209,14
8,2,10,2,805,119852,16,5,10165,23700,12231,211,16
6,7,4,2,456,93876,12,7,786,19776,9883,163,14
3,3,15,1,633,141601,16,18,7906,23912,11756,217,15
1,7,4,0,381,77533,9,17,1331,16549,7056,139,12
1,4,5,0,700,131374,16,7,5198,20866,9006,180,14
6,6,1,1,701,135358,27,2,1743,20902,11406,178,15
8,4,8,2,782,144975,28,16,797,14939,13104,248,15
3,6,9,1,628,104651,30,35,3781,34417,9394,157,14
0,4,0,0,673,79700,8,19,1491,11604,6670,159,12
4,1,6,2,919,81362,13,7,1678,12707,9889,178,14
1,7,1,0,437,185722,40,2,2020,19699,12256,243,16
6,2,5,2,1084,106662,10,8,2722,15475,12043,173,14
1,4,12,0,737,92228,14,46,4738,20829,7739,136,13
4,5,5,1,500,99600,19,28,2029,24763,9363,145,14
2,0,5,1,0,106033,14,4,1124,11364,8867,173,14
0,5,4,0,555,53092,6,15,285,13835,6094,146,12
2,4,4,0,449,42875,21,17,2322,17934,7155,128,12
6,2,7,3,874,96949,12,3,14292,16544,9807,168,14
5,6,3,1,596,153302,17,4,25908,31615,11992,220,16
7,3,4,2,526,103361,10,3,6927,21013,9290,157,14
3,6,2,0,445,97311,8,3,1775,12873,7914,166,13
2,6,8,1,787,96144,14,22,787,21359,8734,158,13
5,4,6,1,869,221703,23,50,1200,13757,14070,276,15
10,2,3,2,973,141152,12,22,2619,18330,13039,195,15
2,5,9,0,577,63430,14,17,746,23586,7459,116,12
2,2,9,0,636,106310,21,17,1096,10535,9073,158,14
1,6,1,0,500,90902,21,10,1835,18720,7715,152,12
12,2,2,3,747,146859,11,23,2956,18916,12897,195,16
1,6,0,0,404,68982,19,33,487,18911,6520,134,12
8,9,5,1,279,105694,19,29,5846,30405,9771,139,14
6,4,12,2,750,121123,18,6,18397,21381,11867,192,14
0,6,0,0,334,74284,14,10,1397,16226,6737,140,12
0,4,2,0,362,79407,12,8,3099,15282,6968,160,12
7,0,6,1,0,170122,11,8,3471,9634,12473,200,14
11,6,10,3,684,128440,29,6,8272,32950,13895,180,16
3,9,13,1,544,95252,10,23,1284,26319,8697,126,14
3,4,5,1,489,88156,13,23,1219,16604,8844,167,13
3,5,3,1,509,72091,6,12,2279,17489,8333,135,12
11,2,6,2,1064,150700,27,15,2906,18480,14567,214,16
4,7,1,1,752,114815,20,17,2691,20312,9346,162,14
1,7,2,0,305,56543,10,10,2332,13157,5876,118,11
2,9,4,1,297,109512,22,14,11,16717,8454,170,13
5,2,3,1,186,64642,20,12,1200,12273,9008,139,13
1,5,2,0,494,106810,11,10,2982,15605,8485,182,12
7,3,13,1,1366,164201,28,14,8120,22416,13376,192,16
5,7,4,1,563,86353,22,21,4664,23790,10255,172,14
8,3,7,2,549,90177,17,12,3034,16401,9455,118,13
4,5,3,0,489,106456,23,15,1522,15209,9532,172,13
8,5,9,2,405,93138,20,15,4738,20439,10359,143,14
10,0,9,1,0,108707,17,4,6220,19517,11267,114,13
1,6,1,0,323,78457,13,5,4319,17902,6737,143,12
0,9,0,0,483,81440,6,20,0,14339,6331,159,12
2,4,8,0,597,103550,9,12,2805,14813,9534,183,15
1,4,5,0,540,110867,26,9,3787,15861,9391,176,14
4,4,6,2,758,284437,32,20,3448,24375,14040,265,16
1,5,15,0,483,71881,13,14,3382,23470,8497,126,15
4,0,8,1,0,76085,13,15,3091,10298,8120,159,13
4,2,8,1,1307,129400,23,11,3020,17667,11633,188,15
10,1,5,2,940,150471,29,6,1392,12930,12856,206,15
3,8,9,0,288,88874,31,12,3419,23257,8631,119,13
16,7,10,5,360,137947,29,15,8969,34208,16700,170,16
9,5,7,2,708,162560,15,19,5502,25170,12844,189,15
0,4,11,0,674,85589,13,43,5761,18128,7950,147,13
3,6,4,1,502,79198,17,16,3621,20167,7992,155,12
8,6,7,3,444,143096,16,11,5202,38356,12601,192,16
13,5,7,4,432,101102,15,12,7273,28841,12180,126,15
8,1,4,2,739,109858,16,10,5774,17903,9988,138,14
2,9,0,0,240,92633,15,25,2122,19158,7372,147,12
5,9,11,1,480,121784,26,16,13487,40980,11885,170,15
7,4,3,1,679,97116,19,11,1480,20496,11228,155,14
4,8,6,0,410,111019,20,18,4064,22258,10462,152,14
3,5,1,0,722,186813,7,8,5126,23919,13182,212,16
9,6,7,2,576,204325,23,25,10869,37485,14013,237,16
13,5,5,2,510,154550,15,17,5346,24067,14107,180,15
5,5,7,1,775,249040,27,23,6512,28941,13514,239,16
14,1,5,1,231,131760,17,21,6770,21066,13527,148,15
4,13,0,1,152,94732,8,14,1733,20717,8214,138,12
9,3,10,3,457,114015,26,14,6799,22634,11848,151,15
2,7,3,0,386,72812,11,17,2737,22511,7857,132,12
6,10,8,2,492,65834,13,13,6209,27047,8545,112,12
6,1,9,1,1154,92856,24,17,1071,8956,11259,148,14
1,3,1,0,444,68548,17,2,2977,11975,6405,130,13
5,4,12,2,491,92413,18,21,8050,22419,9652,131,13
9,1,6,1,272,115535,15,17,6969,18196,11571,153,14
2,6,0,0,631,74412,14,12,914,16784,7137,137,11
1,6,6,0,381,105042,14,13,5801,18663,8276,139,13
4,4,3,1,513,110699,17,4,4963,16479,9853,175,13
3,6,5,1,586,157092,20,24,6017,30941,11524,224,16
1,8,14,0,490,127018,33,20,14271,39688,11117,163,15
2,10,6,0,313,116225,25,47,11946,41913,9256,155,14
2,4,1,0,651,53024,18,6,174,11646,6349,113,12
4,2,5,1,845,91843,21,4,2999,13321,8555,141,13
10,0,7,1,0,106288,12,4,11353,24583,10722,166,14
9,6,13,2,501,130282,25,23,5332,24360,12683,150,14
5,8,5,1,410,104627,18,6,1458,20495,10020,168,13
5,6,6,0,380,80164,10,6,10873,18305,9662,147,12
7,3,8,2,506,93510,18,4,5388,17316,9140,134,13
10,3,3,2,896,162294,13,5,23699,25906,12385,200,16
3,10,1,0,308,140921,36,15,3092,28407,9916,202,14
2,4,5,1,734,161100,22,14,2963,16140,11165,223,15
4,3,11,1,1008,93758,23,15,4461,22063,10091,127,14
3,8,7,0,453,106887,30,8,10119,34058,10144,179,15
6,2,3,2,903,103299,16,14,4015,15568,9546,167,13
1,3,2,0,746,99315,27,8,4815,17487,8286,163,13
3,9,6,0,336,118724,28,11,15458,40340,10443,153,14
9,2,14,1,1258,120292,26,39,2431,19888,12610,157,15
6,5,15,2,685,121120,37,11,16586,36911,13292,175,16
6,4,11,2,512,111048,21,26,2077,17787,11267,171,15
10,4,10,3,755,137117,28,10,9159,29468,13426,161,15
1,5,7,0,855,113284,18,16,2867,23625,9288,187,14
1,7,2,0,462,84576,20,7,3862,18209,7765,131,12
1,11,9,0,428,91179,17,9,7914,31499,8841,151,14
3,5,8,0,787,147208,23,20,2752,21716,10860,193,15
6,5,7,1,646,157643,33,7,7613,27485,12925,202,16
3,5,3,0,664,118898,20,12,4941,20220,9561,188,14
10,1,4,2,1254,120383,26,2,1741,9230,12081,203,15
4,6,7,1,339,109438,16,17,2109,21501,11571,157,14
8,7,4,2,384,83916,17,7,5766,22609,10693,126,13
7,3,17,2,1189,132162,24,45,1619,23099,13203,172,16
12,9,7,4,471,183628,26,36,17268,39906,14446,185,16
3,8,8,0,500,118843,25,16,7249,31729,10042,168,15
18,0,4,1,0,129933,13,6,7106,18836,13119,137,13
5,10,10,1,281,131266,20,31,2888,35124,11944,186,16
11,3,3,2,723,127114,6,27,3341,20939,12051,151,14
11,2,8,2,934,155456,24,10,9797,25421,14033,193,16
1,9,1,0,637,155620,26,6,344,19529,10357,219,15
8,8,8,3,299,139294,22,13,9331,30566,14169,164,16
2,6,3,0,476,84895,19,16,2354,21860,8830,149,13
6,5,13,1,625,70411,16,32,3317,14269,9815,119,14
7,5,12,1,356,132701,16,6,4531,18569,12727,169,15
15,5,2,2,286,105982,11,22,9151,25280,12524,146,14
3,5,4,0,567,146410,31,18,8568,27301,10261,178,15
10,2,11,2,776,122104,27,15,9696,24172,13140,136,14
4,9,4,1,546,131026,23,11,308,20627,11600,191,14
4,10,2,1,350,86530,18,11,6051,27073,8741,135,13
7,7,11,2,395,98133,27,13,2290,20954,11983,149,14
5,2,4,1,372,72920,9,11,2085,14592,7914,141,13
4,5,2,1,256,78089,9,17,3979,15532,7997,118,12
3,12,3,0,287,100651,16,47,1325,28292,9334,160,14
4,6,2,1,724,104185,13,21,3547,23032,8770,120,15
2,7,9,0,422,131705,41,15,5121,24039,11968,194,15
3,4,9,1,1255,103500,34,20,2786,21355,10352,185,14
4,8,10,1,357,129130,23,30,2078,32980,11390,201,16
2,3,3,1,468,89752,24,13,4218,16311,7907,184,13
4,4,6,1,298,99016,10,6,2344,17354,9324,169,14
5,5,6,2,725,149879,14,17,1606,19268,11942,190,15
2,3,9,1,947,110617,33,14,1426,20165,9035,178,15
1,6,0,0,314,94254,15,10,3190,22188,7649,161,13
