stats.kills,stats.deaths,stats.assists,stats.killingSprees,stats.longestTimeSpentLiving,stats.totalDamageDealt,stats.visionScore,stats.timeCCingOthers,stats.totalHeal,stats.totalDamageTaken,stats.goldEarned,stats.totalMinionsKilled,stats.champLevel
2,8,7,0,306,91459,16,9,3599,18375,8629,183,13
4,2,14,2,668,91583,23,33,7276,9921,10719,170,13
6,5,8,2,507,156560,18,16,1291,14427,12519,203,14
11,7,4,3,585,155081,27,2,2398,18474,13968,204,13
10,2,5,1,286,101796,14,10,0,10281,10486,152,12
1,6,9,0,567,95559,23,14,1189,11780,8045,166,13
2,3,9,1,443,145370,20,16,2260,10162,10877,205,14
4,3,8,1,1049,132290,20,15,3624,16071,11915,208,13
16,4,6,4,474,130749,10,10,2849,12286,14290,175,13
14,3,6,2,723,101212,22,11,5025,12753,13024,146,13
3,5,6,1,464,81808,13,31,5940,12050,8352,158,12
3,8,5,1,440,150988,27,47,2033,19936,11086,199,14
4,6,5,1,557,117064,22,20,1210,13932,9509,192,11
2,4,11,0,257,131624,10,0,1482,11592,10028,175,13
5,5,4,1,505,167004,23,2,2578,17574,12971,238,15
5,7,9,1,469,179186,29,23,5432,22912,12227,236,14
4,0,8,1,0,142712,14,1,2437,8691,10979,199,15
3,4,2,1,863,130411,17,5,760,15792,10136,200,12
7,2,4,2,571,105803,9,14,1789,13958,9610,171,13
4,4,8,0,352,112829,24,10,1723,16064,10852,185,13
5,7,8,1,751,164310,12,12,4326,26014,12932,229,16
13,4,11,2,769,222107,27,38,5636,20811,16535,238,16
7,7,2,1,369,114956,18,13,2133,16243,12009,173,13
9,7,13,1,390,207475,28,47,2950,22342,14304,222,16
10,7,10,3,351,108429,18,0,1867,16420,12240,172,13
2,7,15,0,389,117985,32,9,873,13184,10310,165,14
3,7,7,0,529,123810,25,39,2172,17037,10918,213,14
5,3,6,2,527,94127,8,26,1342,12819,9536,157,13
4,2,10,1,852,161736,21,0,899,11319,11810,205,15
4,4,2,1,459,112445,16,4,998,12773,10744,204,13
5,2,7,1,1327,146602,24,5,3618,18913,11953,240,14
7,4,16,2,846,162919,38,55,184,22480,13114,218,15
7,9,10,1,686,143178,22,26,3526,23503,13411,197,16
8,6,0,2,628,81141,24,5,1040,15864,11978,176,11
5,2,12,2,1066,131913,10,15,2456,11238,10686,184,14
1,6,6,0,404,107390,17,15,1935,12143,8573,184,12
6,4,9,2,448,128480,20,1,4683,16426,10356,167,13
1,2,4,0,891,63815,21,0,614,9581,7010,164,11
0,2,2,0,677,89745,12,1,852,9228,6693,166,11
7,4,9,1,865,219760,9,19,3903,16300,14054,242,15
7,6,9,1,603,194892,37,17,1782,16101,14187,240,16
8,3,13,2,755,243590,44,24,4380,15835,15921,254,16
3,4,0,1,1009,86843,29,3,2876,13315,9152,173,12
3,3,9,0,421,121059,27,7,1539,13619,10856,207,15
7,3,5,1,462,94280,25,12,1716,11062,10964,168,13
1,5,3,0,436,70617,14,32,1019,10824,6908,152,11
4,6,7,0,385,119703,18,6,68,12737,9792,198,12
6,5,9,1,285,118590,12,5,1974,12834,11747,181,14
3,4,2,0,418,100149,14,13,3073,11980,8858,185,13
6,1,4,1,1136,163383,26,7,3042,7994,12336,225,14
4,11,13,0,400,136998,24,12,1784,26442,10999,170,15
3,7,8,1,572,120231,25,28,2319,17259,9557,192,14
1,5,5,0,560,97104,26,39,800,11907,9014,199,12
3,6,6,0,539,89975,13,11,1868,12165,8791,170,12
1,3,7,0,681,116985,15,11,1546,11959,10111,187,13
7,3,0,2,749,104839,11,24,2313,9396,9816,155,11
3,4,13,1,633,88630,18,15,1596,9256,8408,160,13
4,1,4,1,74,135312,13,2,828,10187,10274,205,13
2,0,4,1,0,107263,21,16,2641,6945,7974,187,12
6,8,5,2,532,84868,24,12,1477,17163,9805,159,12
6,2,16,2,725,112769,15,23,2933,11078,10722,158,13
8,2,11,1,948,142377,26,38,7211,15043,13415,192,15
2,7,0,1,388,122446,12,8,1857,16630,9758,215,13
9,7,4,3,615,185078,27,14,309,16907,14754,216,14
3,5,12,1,553,116507,49,37,2867,13324,11982,184,13
4,3,8,1,1306,200822,18,25,1541,13572,13680,252,15
10,8,9,4,378,188087,32,0,4741,23326,14427,224,15
5,5,7,1,414,137793,35,2,1838,16556,12016,227,14
11,4,10,3,414,178985,49,25,3535,12494,14466,199,15
1,5,0,0,765,83912,11,3,1539,13064,7878,194,12
2,1,5,1,1350,68731,23,19,1262,5441,7389,143,12
7,2,8,1,1137,133578,17,6,1708,12924,12036,193,13
3,4,4,1,724,92280,14,15,715,9069,7538,144,11
11,3,8,3,560,138407,26,32,10775,26656,12319,153,16
3,9,2,0,334,173456,16,13,1253,17742,11416,213,14
3,1,10,1,403,103521,15,16,1409,5343,9286,148,12
2,4,4,0,419,85680,17,2,1281,8648,8675,148,11
7,6,2,1,519,219709,10,5,1110,16850,14400,253,14
8,3,12,2,492,160242,27,5,3407,12933,13235,204,15
5,6,14,2,562,119957,26,36,1291,13218,10275,158,13
9,3,8,2,584,142867,21,7,2806,12176,12564,201,14
6,5,7,1,554,107362,24,1,2731,15666,11228,207,13
0,5,4,0,501,82295,13,0,1160,10567,6825,160,11
7,2,5,2,505,93029,23,0,1026,9976,9672,148,12
4,4,10,2,710,168847,20,11,3491,14934,12094,226,15
7,4,9,2,1093,141469,21,0,2411,13400,12080,181,14
4,3,8,1,1471,145005,45,54,2483,15722,12516,245,15
2,8,6,0,461,167669,28,9,2818,21181,12191,232,15
1,1,3,0,701,76885,24,16,1487,7204,7595,170,11
3,10,3,1,359,69777,11,3,2739,17198,8298,144,11
8,2,11,2,669,130357,17,15,3152,9978,11960,183,14
3,3,5,0,491,101118,21,11,2073,10133,9102,163,12
2,3,2,1,632,93202,4,0,619,8185,7921,175,12
12,4,8,3,736,169390,34,8,6035,19343,14771,221,14
9,4,4,2,583,141608,37,15,1777,11993,12980,199,14
1,12,13,0,356,80605,24,35,7903,21964,10360,171,14
12,4,12,4,747,245457,40,36,4193,23418,16769,277,16
7,3,6,2,536,145736,15,10,2479,13455,11701,194,14
2,8,2,0,517,92185,16,7,1748,19035,8238,150,12
2,7,8,0,724,89444,20,4,2873,16750,9452,189,13
5,3,17,1,726,100449,24,27,9788,11341,11591,178,14
2,3,9,1,371,108543,14,3,1392,9503,10317,192,13
6,3,5,1,944,156269,13,2,1841,14424,11598,231,14
10,3,7,2,706,133473,17,16,2971,11653,11707,172,13
4,6,0,1,350,105598,11,8,193,20379,8380,155,11
7,6,9,2,654,192882,35,21,2750,18641,13782,231,15
7,5,14,2,478,197439,32,55,712,14650,14683,228,16
9,7,10,3,228,89876,19,45,9868,19357,12087,159,13
2,5,7,0,434,107492,23,26,1499,12739,8665,172,12
11,4,9,2,451,112736,17,16,1788,12242,12743,152,13
8,12,8,3,262,153046,29,16,2772,26994,13465,181,14
1,1,2,0,1133,163053,29,0,1329,11962,11003,230,14
4,1,3,1,1716,172924,21,4,2276,15531,12502,267,14
2,2,2,1,645,89582,18,11,3992,13813,8473,150,14
0,2,4,0,316,85885,13,9,1043,6131,7094,167,12
0,8,5,0,330,94087,11,22,1415,16244,7704,152,12
19,1,8,2,1036,169851,19,5,2601,13324,17572,194,15
2,2,6,1,320,118924,40,23,2927,10482,11079,211,14
5,4,3,1,960,104497,14,4,1630,12125,9362,193,12
7,3,9,2,591,107803,6,6,3100,14397,10617,148,12
7,2,4,2,779,91602,22,23,2561,9073,9582,151,12
13,2,5,2,783,131303,16,6,905,15083,12290,178,13
2,8,1,1,267,112434,10,0,1910,13622,9045,161,11
14,4,6,3,417,110168,20,11,1736,16131,12118,165,14
10,8,7,2,646,233894,33,8,2421,26037,14956,253,16
11,1,4,1,1298,88917,30,4,1831,8975,11454,165,13
2,5,7,0,586,122118,18,21,2773,18186,9487,190,13
8,1,6,2,1105,113358,27,4,2349,12774,11161,162,14
9,6,4,1,741,162577,18,10,3477,22800,13057,189,13
14,1,10,2,374,178757,33,11,3999,14545,15867,223,15
2,10,5,0,264,80353,10,22,1026,14131,8549,152,13
4,5,10,1,729,117388,14,27,1767,15229,10224,167,13
10,5,9,4,305,160854,14,4,1551,14748,13093,173,15
3,1,7,1,101,113194,18,7,2170,11081,9447,198,14
6,0,6,1,0,115893,19,22,1638,9589,11218,178,13
6,2,4,2,515,148723,22,6,3550,12303,12391,188,13
5,10,12,1,273,158521,30,58,4147,28566,12075,204,15
9,3,22,2,974,190120,31,27,3654,16231,14797,204,16
7,3,10,2,578,96159,19,55,4575,12847,10412,143,13
6,9,2,1,302,106713,12,3,2152,17463,10404,190,12
6,4,9,2,758,133866,24,14,2632,15350,11146,166,13
5,8,11,0,407,183987,26,9,1008,18952,13172,188,16
8,7,15,3,484,223041,27,29,3065,21267,15101,229,15
4,8,14,0,425,125452,26,6,2593,18943,12317,198,15
8,7,15,2,449,196558,39,27,3802,18718,13968,212,15
14,5,4,3,340,109770,14,5,1924,15327,12762,154,12
10,5,5,3,435,217048,52,9,5643,22575,15898,221,16
3,8,6,0,422,192428,28,8,3185,21700,11989,218,14
8,7,4,3,486,186547,28,12,2900,18383,13632,221,14
12,8,7,4,394,219652,62,10,1179,26326,16332,234,15
7,5,15,2,314,91820,31,39,273,15465,10629,154,13
5,1,10,1,519,119437,16,14,1926,7040,9408,168,13
1,5,1,0,509,76151,16,0,752,10755,6881,149,11
6,5,8,1,755,155664,15,13,3119,18652,12968,182,14
5,4,2,2,643,104362,22,16,7547,23871,9994,162,14
9,3,3,1,715,145700,36,8,1582,14108,13145,202,14
5,7,6,1,357,92929,19,6,2663,16053,9385,153,13
2,4,7,1,840,111353,16,21,2465,12368,8775,184,13
12,7,9,3,561,167705,25,48,2537,17942,14525,194,14
11,7,11,3,694,185729,32,11,5981,25273,16104,189,16
13,2,7,3,769,190252,17,10,5582,16911,15881,231,16
2,7,0,0,496,110007,15,0,2415,17784,9222,204,13
5,9,6,1,423,122691,31,39,1543,17021,11021,218,13
0,4,2,0,511,82738,5,3,1690,8962,7889,189,11
10,2,6,2,641,120222,22,17,2729,10520,11025,176,13
4,1,6,1,472,116014,21,17,734,4568,9883,211,13
0,4,1,0,616,99184,18,2,804,8738,7766,201,11
6,1,5,1,243,119251,13,15,1131,5270,9833,195,12
2,3,5,0,628,87623,8,11,589,7906,8168,162,11
2,4,4,0,662,81727,10,4,1166,9471,7955,150,11
6,2,6,1,660,137382,19,12,3427,12242,11910,202,14
8,3,12,1,720,163699,22,30,2846,13984,13650,199,16
2,3,1,0,428,122301,23,10,1533,9728,9063,212,12
2,3,2,1,989,85631,13,3,678,11670,7972,176,11
0,2,9,0,831,96145,29,0,1980,11673,8612,154,12
3,3,5,1,1271,123753,13,23,3232,16494,9424,180,12
9,3,6,2,841,165066,23,13,1368,12755,13733,220,15
8,2,12,2,724,208937,12,7,1626,13276,13867,228,15
13,4,11,4,790,247181,49,12,1353,17155,16458,240,16
8,5,10,2,696,182212,27,23,4139,18131,13826,241,15
14,6,1,2,463,119823,18,10,4446,19089,13143,146,15
23,5,11,5,582,179814,30,23,8752,30640,17028,178,16
9,8,10,2,455,143179,30,19,2833,22468,13479,209,14
2,3,1,0,768,146025,19,3,1093,11821,10348,235,13
4,5,3,1,1141,182436,34,3,2898,20144,13438,239,16
10,8,11,2,438,165245,23,59,2191,19447,15358,212,14
17,4,11,2,695,159669,17,5,9779,25372,16153,177,15
6,6,6,2,655,145888,31,28,3079,18439,11933,211,14
12,9,12,4,431,201198,25,17,558,26571,16087,205,16
9,6,7,2,413,159482,16,11,1824,17463,12613,149,14
5,7,5,1,469,127531,14,0,1810,18823,10280,192,12
4,10,15,0,300,124366,22,24,2205,16658,10623,148,14
5,7,8,1,488,281746,26,26,4078,25481,15290,268,16
0,4,5,0,1083,117264,16,0,2020,14244,9029,209,12
0,2,4,0,774,103284,19,1,1572,10899,8726,183,13
8,4,8,2,949,199155,29,0,1694,15029,14596,244,15
5,3,4,1,843,222070,34,1,2547,15899,13762,240,16
5,7,6,1,456,112976,25,48,8202,24559,11792,187,15
13,4,14,3,700,195039,21,6,4888,19663,15768,232,16
2,7,4,0,342,75548,7,3,1996,13884,7992,166,12
5,5,2,1,622,116722,26,5,1666,12263,9985,189,13
4,3,7,2,885,127419,32,37,1677,13079,10662,199,14
1,3,4,0,695,70970,9,18,6621,14302,7040,149,12
5,0,5,1,0,98322,17,16,2177,8783,8909,154,12
1,3,3,0,560,61865,9,19,1084,6758,7113,155,11
5,2,4,1,825,118639,15,8,308,9011,10621,185,12
6,4,12,1,574,146034,27,16,4875,14267,13445,219,16
8,5,13,3,628,195771,22,6,4884,19756,14332,174,15
2,7,2,1,413,161678,12,0,2303,19201,10444,220,14
3,8,8,1,590,136970,21,18,971,19071,12104,165,16
6,6,9,2,721,257778,27,6,434,21654,13773,268,16
7,10,4,1,505,221617,20,26,1558,30852,14041,239,15
5,2,6,1,277,126901,9,24,1246,9366,9720,150,12
0,4,7,0,440,81950,9,13,1383,10706,6897,148,11
2,3,6,0,512,89111,12,0,743,9021,8321,158,12
3,3,4,1,400,123017,13,16,2567,10524,9499,200,13
18,1,11,2,984,126199,8,8,4192,16481,15412,169,13
6,8,13,1,401,199268,27,12,1022,20474,13867,191,16
11,6,6,3,518,153531,24,3,2935,20194,13175,195,15
18,3,6,2,573,151022,36,15,2067,18305,14551,172,13
3,5,4,0,398,113535,22,12,2786,11636,9631,170,12
7,3,6,1,999,121928,13,20,1683,10264,10647,166,12
1,8,5,0,351,121884,33,18,3684,21582,9104,178,14
15,4,4,2,1181,202849,14,2,2817,19265,15509,196,16
2,1,5,0,414,96285,16,1,1225,7930,8778,182,12
0,3,2,0,490,49489,11,15,3642,8817,6084,147,11
9,7,2,2,347,171714,20,2,2662,21912,15013,225,15
9,4,12,1,1081,225673,24,21,3781,18362,15969,228,16
4,4,4,1,1231,132687,29,5,1820,14186,11638,219,13
6,3,8,1,727,146335,21,10,3093,14010,12201,183,15
7,6,8,2,574,191445,21,25,2620,17227,13270,196,14
7,5,9,2,583,173037,14,3,4083,24877,13524,221,16
6,6,5,1,378,130391,14,19,3065,14386,10344,181,12
11,1,11,2,1190,143402,23,9,1633,9371,13148,177,13
7,9,8,2,575,177171,26,27,4695,25066,13809,221,15
10,7,11,2,405,194948,15,18,4100,27349,14991,207,16
6,5,15,2,413,220434,26,13,4190,19686,14306,230,16
3,5,10,1,395,87792,11,8,2113,10819,8609,165,12
8,2,6,1,277,110949,26,6,1441,11868,11411,172,13
7,3,3,2,663,113611,17,3,2089,12870,11144,183,13
6,5,6,2,693,93863,7,30,2489,15362,9080,155,11
7,2,10,3,649,137275,35,17,3967,13918,11466,184,13
0,6,3,0,296,80232,11,0,1714,14441,7668,154,11
14,3,11,4,681,204090,30,13,2739,23036,16243,214,15
5,4,3,2,550,149472,19,29,4418,17178,11145,195,14
6,9,10,2,521,137972,17,4,2095,24492,12299,187,14
2,3,12,1,251,172415,36,29,4721,16895,12217,210,15
6,5,12,1,607,153928,15,60,13872,18564,14817,227,14
8,5,15,2,369,138978,18,30,2647,13392,13091,188,15
3,8,5,1,668,107992,19,4,1573,18616,9998,184,13
3,7,10,1,426,101059,25,6,2483,15632,10310,176,13
8,5,5,2,841,111745,21,6,279,14650,11360,169,13
14,3,15,4,770,179633,39,22,4489,17889,14720,180,15
7,7,5,3,358,70979,20,8,1648,12594,8692,143,11
13,4,6,3,680,183436,29,7,368,18306,14315,217,14
7,3,4,1,1338,120065,14,25,3373,13897,11994,186,13
2,11,13,0,437,141414,17,51,2825,24898,11456,176,14
7,4,7,3,836,156431,38,38,2756,15388,12368,235,15
1,3,5,0,678,127606,20,22,4429,16483,9633,205,14
5,10,6,1,319,99497,24,3,1637,17726,11204,144,13
7,4,7,3,696,149315,20,40,11231,17395,13656,242,15
1,6,4,0,267,102060,15,7,0,11797,7490,174,12
11,5,16,3,438,144809,31,40,5336,20524,12754,172,15
0,7,5,0,637,63431,10,52,5781,14637,6795,144,12
4,4,7,1,711,107339,10,2,629,12122,10400,206,13
10,0,9,1,1408,191982,23,6,2254,10533,15126,234,15
2,7,0,0,310,106228,12,2,819,17173,8614,178,13
3,3,0,1,522,94807,21,2,1185,7818,9024,182,12
1,2,3,0,1167,102334,19,14,3140,12632,8671,195,12
3,9,11,1,303,157242,10,20,3606,19395,11638,179,15
7,5,8,2,930,139872,36,13,785,16381,11791,215,13
4,2,8,1,313,154739,22,7,1713,15833,12327,193,14
2,4,3,0,628,66136,23,36,5002,10951,8219,152,12
3,6,7,0,761,165044,23,26,2961,19363,11179,200,14
8,6,15,3,534,149864,12,22,9376,25414,12798,178,15
14,4,4,2,469,248114,21,7,2255,20123,18063,270,16
3,8,7,0,312,107731,18,2,3106,17414,10337,167,13
6,2,8,2,776,133907,27,0,2839,14670,12361,199,14
7,5,18,1,278,112270,35,35,16558,19466,12119,158,15
3,9,7,1,337,190064,38,18,3977,24680,12826,239,14
6,3,8,1,495,112801,20,28,1545,11970,10804,173,13
3,5,4,1,657,76898,13,26,1695,12653,8025,146,11
5,5,10,2,679,169352,18,35,4150,18778,12349,199,15
10,6,3,4,495,170956,15,2,5261,22693,14465,208,14
6,3,2,1,325,97175,16,1,1955,11052,9983,179,12
16,1,0,2,789,113231,14,5,2904,12957,12524,156,12
11,2,11,2,653,88665,19,55,2531,14011,11920,151,13
3,9,6,0,237,91406,19,25,2405,17819,9367,163,12
12,5,9,3,260,138598,14,29,3567,12469,13332,177,14
5,6,8,1,429,106886,15,9,2438,15982,9783,152,12
3,4,6,1,1072,166868,24,5,2392,19545,12056,235,14
2,1,6,1,442,161845,17,15,2969,12754,10938,240,14
4,5,13,1,364,105532,31,39,2924,14945,10370,170,13
4,7,5,1,485,106771,25,3,451,17157,9388,170,12
13,5,10,3,312,154462,15,5,3180,17820,14078,172,15
4,10,7,2,265,78096,25,44,1713,17652,9184,162,12
5,6,16,1,468,148973,16,27,3810,18115,11293,168,14
5,10,7,1,283,108963,30,52,2457,24539,10858,164,13
14,7,6,1,541,125319,12,10,3305,22789,15152,179,14
3,3,13,1,556,92555,13,31,7476,12158,9370,162,13
4,6,2,1,394,84757,19,9,2976,18577,8835,163,12
5,3,5,1,386,128120,11,1,1370,7131,11025,204,13
2,3,3,1,492,117848,15,2,2654,10961,9597,176,12
7,5,6,2,509,121075,14,0,4365,15304,12365,172,15
5,4,10,1,910,206237,27,39,2727,17876,13869,270,15
4,5,3,1,412,110745,11,1,2319,13193,9389,178,13
5,4,7,1,441,78903,15,0,955,10452,8241,146,11
5,3,7,2,856,171859,22,25,3695,17553,11256,203,14
6,3,10,1,1176,170266,41,7,3751,15895,12540,202,15
10,6,11,4,634,95784,28,54,2437,15698,11860,153,14
9,8,7,3,372,149875,12,8,2589,20092,12568,177,14
2,3,5,0,787,100963,19,9,1228,11574,9072,179,12
1,6,6,0,384,134978,28,12,2323,12114,9538,207,13
11,6,5,3,689,212969,23,11,3683,18942,15035,256,16
5,8,2,2,381,99337,33,7,1912,15246,10108,204,13
7,4,15,1,401,178552,21,20,3476,13724,12933,220,15
7,11,4,1,260,203690,50,4,2709,34527,14378,210,16
4,6,11,1,257,182168,35,6,5295,20722,13873,226,16
1,8,2,0,421,94390,7,4,67,16893,7350,155,11
2,3,9,0,995,135528,12,5,1081,13853,11311,195,13
2,7,6,0,607,108462,16,27,2960,17226,8816,181,12
6,6,7,2,389,113377,10,6,705,12527,11170,167,13
1,8,9,0,369,134391,21,0,1652,19494,9931,188,14
7,6,7,2,736,88180,20,6,2017,15481,10354,154,12
16,0,12,1,0,132086,16,34,13392,23487,12971,149,15
0,6,2,0,371,99636,10,2,793,13985,8215,193,12
7,6,3,2,742,238989,40,22,3390,20314,16844,284,16
1,10,5,0,296,61569,10,8,1064,16444,7039,143,11
4,3,8,1,996,69547,12,27,5217,10839,8776,146,13
7,3,7,2,466,92997,14,0,4214,14114,10564,161,13
5,6,5,2,629,161761,25,5,3139,18031,13951,250,15
8,3,9,2,1473,231358,22,42,2143,14682,15826,262,16
5,9,3,0,427,132346,22,20,2537,17770,10720,181,13
16,2,4,2,822,214805,19,9,3609,16419,16711,217,16
6,7,4,1,492,118066,7,11,1480,18380,10849,164,12
